"topic","language","term","platform","link"
"stone memories awaken","ar","استيقظت ذكريات الحجر","youtube","_"
"stone memories awaken","ar","استيقظت ذكريات الحجر","youtube","_"
"stone memories awaken","ar","استيقظت ذكريات الحجر","youtube","_"
"stone memories awaken","es","los recuerdos de piedra despiertan","youtube","_"
"stone memories awaken","es","los recuerdos de piedra despiertan","youtube","_"
"stone memories awaken","es","los recuerdos de piedra despiertan","youtube","_"
"stone memories awaken","es","los recuerdos de piedra despiertan","youtube","_"
"stone memories awaken","fr","les souvenirs de pierre se réveillent","youtube","_"
"stone memories awaken","fr","les souvenirs de pierre se réveillent","youtube","_"
"stone memories awaken","fr","les souvenirs de pierre se réveillent","youtube","_"
"stone memories awaken","fr","les souvenirs de pierre se réveillent","youtube","_"
"stone memories awaken","hi","पत्थर की यादें जाग उठती हैं","youtube","_"
"stone memories awaken","hi","पत्थर की यादें जाग उठती हैं","youtube","_"
"stone memories awaken","hi","पत्थर की यादें जाग उठती हैं","youtube","_"
"stone memories awaken","hi","पत्थर की यादें जाग उठती हैं","youtube","_"
"stone memories awaken","ja","石の記憶が目覚める","youtube","_"
"stone memories awaken","ja","石の記憶が目覚める","youtube","_"
"stone memories awaken","ja","石の記憶が目覚める","youtube","_"
"stone memories awaken","ja","石の記憶が目覚める","youtube","_"
"stone memories awaken","pt","memórias de pedra despertam","youtube","_"
"stone memories awaken","pt","memórias de pedra despertam","youtube","_"
"stone memories awaken","pt","memórias de pedra despertam","youtube","_"
"stone memories awaken","pt","memórias de pedra despertam","youtube","_"
"stone memories awaken","zh-CN","石头记忆苏醒","youtube","_"
"stone memories awaken","zh-CN","石头记忆苏醒","youtube","_"
"stone memories awaken","zh-CN","石头记忆苏醒","youtube","_"
"stone memories awaken","zh-CN","石头记忆苏醒","youtube","_"
"Fungi alternative archive","ar","أرشيف بديل الفطريات","youtube","_"
"Fungi alternative archive","ar","أرشيف بديل الفطريات","youtube","_"
"Fungi alternative archive","ar","أرشيف بديل الفطريات","youtube","_"
"Fungi alternative archive","ar","أرشيف بديل الفطريات","youtube","_"
"Fungi alternative archive","es","Archivo alternativo de hongos","youtube","_"
"Fungi alternative archive","es","Archivo alternativo de hongos","youtube","_"
"Fungi alternative archive","es","Archivo alternativo de hongos","youtube","_"
"Fungi alternative archive","es","Archivo alternativo de hongos","youtube","_"
"Fungi alternative archive","fr","Archives alternatives de champignons","youtube","_"
"Fungi alternative archive","fr","Archives alternatives de champignons","youtube","_"
"Fungi alternative archive","fr","Archives alternatives de champignons","youtube","_"
"Fungi alternative archive","fr","Archives alternatives de champignons","youtube","_"
"Fungi alternative archive","hi","कवक वैकल्पिक संग्रह","youtube","_"
"Fungi alternative archive","hi","कवक वैकल्पिक संग्रह","youtube","_"
"Fungi alternative archive","hi","कवक वैकल्पिक संग्रह","youtube","_"
"Fungi alternative archive","hi","कवक वैकल्पिक संग्रह","youtube","_"
"Fungi alternative archive","ja","菌類の代替アーカイブ","youtube","_"
"Fungi alternative archive","ja","菌類の代替アーカイブ","youtube","_"
"Fungi alternative archive","ja","菌類の代替アーカイブ","youtube","_"
"Fungi alternative archive","ja","菌類の代替アーカイブ","youtube","_"
"Fungi alternative archive","pt","Arquivo alternativo de fungos","youtube","_"
"Fungi alternative archive","pt","Arquivo alternativo de fungos","youtube","_"
"Fungi alternative archive","pt","Arquivo alternativo de fungos","youtube","_"
"Fungi alternative archive","pt","Arquivo alternativo de fungos","youtube","_"
"Fungi alternative archive","zh-CN","真菌替代档案","youtube","_"
"Fungi alternative archive","zh-CN","真菌替代档案","youtube","_"
"Fungi alternative archive","zh-CN","真菌替代档案","youtube","_"
"Fungi alternative archive","zh-CN","真菌替代档案","youtube","_"
"Abstract ideas plants communicate","ar","تتواصل النباتات بالأفكار المجردة","youtube","_"
"Abstract ideas plants communicate","ar","تتواصل النباتات بالأفكار المجردة","youtube","_"
"Abstract ideas plants communicate","ar","تتواصل النباتات بالأفكار المجردة","youtube","_"
"Abstract ideas plants communicate","ar","تتواصل النباتات بالأفكار المجردة","youtube","_"
"Abstract ideas plants communicate","es","Ideas abstractas que las plantas comunican.","youtube","_"
"Abstract ideas plants communicate","es","Ideas abstractas que las plantas comunican.","youtube","_"
"Abstract ideas plants communicate","es","Ideas abstractas que las plantas comunican.","youtube","_"
"Abstract ideas plants communicate","es","Ideas abstractas que las plantas comunican.","youtube","_"
"Abstract ideas plants communicate","fr","Idées abstraites que les plantes communiquent","youtube","_"
"Abstract ideas plants communicate","fr","Idées abstraites que les plantes communiquent","youtube","_"
"Abstract ideas plants communicate","fr","Idées abstraites que les plantes communiquent","youtube","_"
"Abstract ideas plants communicate","fr","Idées abstraites que les plantes communiquent","youtube","_"
"Abstract ideas plants communicate","hi","अमूर्त विचार पौधे संचार करते हैं","youtube","_"
"Abstract ideas plants communicate","hi","अमूर्त विचार पौधे संचार करते हैं","youtube","_"
"Abstract ideas plants communicate","hi","अमूर्त विचार पौधे संचार करते हैं","youtube","_"
"Abstract ideas plants communicate","hi","अमूर्त विचार पौधे संचार करते हैं","youtube","_"
"Abstract ideas plants communicate","ja","植物が伝える抽象的なアイデア","youtube","_"
"Abstract ideas plants communicate","ja","植物が伝える抽象的なアイデア","youtube","_"
"Abstract ideas plants communicate","ja","植物が伝える抽象的なアイデア","youtube","_"
"Abstract ideas plants communicate","ja","植物が伝える抽象的なアイデア","youtube","_"
"Abstract ideas plants communicate","pt","Idéias abstratas que as plantas comunicam","youtube","_"
"Abstract ideas plants communicate","pt","Idéias abstratas que as plantas comunicam","youtube","_"
"Abstract ideas plants communicate","pt","Idéias abstratas que as plantas comunicam","youtube","_"
"Abstract ideas plants communicate","pt","Idéias abstratas que as plantas comunicam","youtube","_"
"Abstract ideas plants communicate","zh-CN","植物交流的抽象思想","youtube","_"
"Abstract ideas plants communicate","zh-CN","植物交流的抽象思想","youtube","_"
"Abstract ideas plants communicate","zh-CN","植物交流的抽象思想","youtube","_"
"Abstract ideas plants communicate","zh-CN","植物交流的抽象思想","youtube","_"
"Community trees cloning hard-drive","ar","أشجار المجتمع استنساخ القرص الصلب","youtube","_"
"Community trees cloning hard-drive","ar","أشجار المجتمع استنساخ القرص الصلب","youtube","_"
"Community trees cloning hard-drive","ar","أشجار المجتمع استنساخ القرص الصلب","youtube","_"
"Community trees cloning hard-drive","ar","أشجار المجتمع استنساخ القرص الصلب","youtube","_"
"Community trees cloning hard-drive","es","Árboles comunitarios clonando disco duro","youtube","_"
"Community trees cloning hard-drive","es","Árboles comunitarios clonando disco duro","youtube","_"
"Community trees cloning hard-drive","es","Árboles comunitarios clonando disco duro","youtube","_"
"Community trees cloning hard-drive","es","Árboles comunitarios clonando disco duro","youtube","_"
"Community trees cloning hard-drive","fr","Arbres communautaires clonant le disque dur","youtube","_"
"Community trees cloning hard-drive","fr","Arbres communautaires clonant le disque dur","youtube","_"
"Community trees cloning hard-drive","fr","Arbres communautaires clonant le disque dur","youtube","_"
"Community trees cloning hard-drive","fr","Arbres communautaires clonant le disque dur","youtube","_"
"Community trees cloning hard-drive","hi","सामुदायिक वृक्ष हार्ड-ड्राइव की क्लोनिंग कर रहे हैं","youtube","_"
"Community trees cloning hard-drive","hi","सामुदायिक वृक्ष हार्ड-ड्राइव की क्लोनिंग कर रहे हैं","youtube","_"
"Community trees cloning hard-drive","hi","सामुदायिक वृक्ष हार्ड-ड्राइव की क्लोनिंग कर रहे हैं","youtube","_"
"Community trees cloning hard-drive","hi","सामुदायिक वृक्ष हार्ड-ड्राइव की क्लोनिंग कर रहे हैं","youtube","_"
"Community trees cloning hard-drive","ja","ハードドライブのクローンを作成するコミュニティ ツリー","youtube","_"
"Community trees cloning hard-drive","ja","ハードドライブのクローンを作成するコミュニティ ツリー","youtube","_"
"Community trees cloning hard-drive","ja","ハードドライブのクローンを作成するコミュニティ ツリー","youtube","_"
"Community trees cloning hard-drive","ja","ハードドライブのクローンを作成するコミュニティ ツリー","youtube","_"
"Community trees cloning hard-drive","pt","Árvores comunitárias clonando disco rígido","youtube","_"
"Community trees cloning hard-drive","pt","Árvores comunitárias clonando disco rígido","youtube","_"
"Community trees cloning hard-drive","pt","Árvores comunitárias clonando disco rígido","youtube","_"
"Community trees cloning hard-drive","pt","Árvores comunitárias clonando disco rígido","youtube","_"
"Community trees cloning hard-drive","zh-CN","社区树克隆硬盘","youtube","_"
"Community trees cloning hard-drive","zh-CN","社区树克隆硬盘","youtube","_"
"Community trees cloning hard-drive","zh-CN","社区树克隆硬盘","youtube","_"
"Community trees cloning hard-drive","zh-CN","社区树克隆硬盘","youtube","_"
"Ecological leaf defensive mechanisms","ar","الآليات الدفاعية للأوراق البيئية","youtube","_"
"Ecological leaf defensive mechanisms","ar","الآليات الدفاعية للأوراق البيئية","youtube","_"
"Ecological leaf defensive mechanisms","ar","الآليات الدفاعية للأوراق البيئية","youtube","_"
"Ecological leaf defensive mechanisms","ar","الآليات الدفاعية للأوراق البيئية","youtube","_"
"Ecological leaf defensive mechanisms","es","Mecanismos defensivos ecológicos de las hojas.","youtube","_"
"Ecological leaf defensive mechanisms","es","Mecanismos defensivos ecológicos de las hojas.","youtube","_"
"Ecological leaf defensive mechanisms","es","Mecanismos defensivos ecológicos de las hojas.","youtube","_"
"Ecological leaf defensive mechanisms","es","Mecanismos defensivos ecológicos de las hojas.","youtube","_"
"Ecological leaf defensive mechanisms","fr","Mécanismes de défense écologiques des feuilles","youtube","_"
"Ecological leaf defensive mechanisms","fr","Mécanismes de défense écologiques des feuilles","youtube","_"
"Ecological leaf defensive mechanisms","fr","Mécanismes de défense écologiques des feuilles","youtube","_"
"Ecological leaf defensive mechanisms","fr","Mécanismes de défense écologiques des feuilles","youtube","_"
"Ecological leaf defensive mechanisms","hi","पारिस्थितिक पत्ती रक्षात्मक तंत्र","youtube","_"
"Ecological leaf defensive mechanisms","hi","पारिस्थितिक पत्ती रक्षात्मक तंत्र","youtube","_"
"Ecological leaf defensive mechanisms","hi","पारिस्थितिक पत्ती रक्षात्मक तंत्र","youtube","_"
"Ecological leaf defensive mechanisms","hi","पारिस्थितिक पत्ती रक्षात्मक तंत्र","youtube","_"
"Ecological leaf defensive mechanisms","ja","生態学的葉防御機構","youtube","_"
"Ecological leaf defensive mechanisms","ja","生態学的葉防御機構","youtube","_"
"Ecological leaf defensive mechanisms","ja","生態学的葉防御機構","youtube","_"
"Ecological leaf defensive mechanisms","ja","生態学的葉防御機構","youtube","_"
"Ecological leaf defensive mechanisms","pt","Mecanismos ecológicos de defesa das folhas","youtube","_"
"Ecological leaf defensive mechanisms","pt","Mecanismos ecológicos de defesa das folhas","youtube","_"
"Ecological leaf defensive mechanisms","pt","Mecanismos ecológicos de defesa das folhas","youtube","_"
"Ecological leaf defensive mechanisms","pt","Mecanismos ecológicos de defesa das folhas","youtube","_"
"Ecological leaf defensive mechanisms","zh-CN","生态叶子防御机制","youtube","_"
"Ecological leaf defensive mechanisms","zh-CN","生态叶子防御机制","youtube","_"
"Ecological leaf defensive mechanisms","zh-CN","生态叶子防御机制","youtube","_"
"Ecological leaf defensive mechanisms","zh-CN","生态叶子防御机制","youtube","_"
"Algorithm flora fauna race","ar","خوارزمية سباق الحيوانات والنباتات","youtube","_"
"Algorithm flora fauna race","ar","خوارزمية سباق الحيوانات والنباتات","youtube","_"
"Algorithm flora fauna race","ar","خوارزمية سباق الحيوانات والنباتات","youtube","_"
"Algorithm flora fauna race","ar","خوارزمية سباق الحيوانات والنباتات","youtube","_"
"Algorithm flora fauna race","es","Algoritmo de carrera de flora y fauna.","youtube","_"
"Algorithm flora fauna race","es","Algoritmo de carrera de flora y fauna.","youtube","_"
"Algorithm flora fauna race","es","Algoritmo de carrera de flora y fauna.","youtube","_"
"Algorithm flora fauna race","es","Algoritmo de carrera de flora y fauna.","youtube","_"
"Algorithm flora fauna race","fr","Algorithme course faune flore","youtube","_"
"Algorithm flora fauna race","fr","Algorithme course faune flore","youtube","_"
"Algorithm flora fauna race","fr","Algorithme course faune flore","youtube","_"
"Algorithm flora fauna race","fr","Algorithme course faune flore","youtube","_"
"Algorithm flora fauna race","hi","एल्गोरिथम वनस्पति जीव जाति","youtube","_"
"Algorithm flora fauna race","hi","एल्गोरिथम वनस्पति जीव जाति","youtube","_"
"Algorithm flora fauna race","hi","एल्गोरिथम वनस्पति जीव जाति","youtube","_"
"Algorithm flora fauna race","hi","एल्गोरिथम वनस्पति जीव जाति","youtube","_"
"Algorithm flora fauna race","ja","アルゴリズム動植物レース","youtube","_"
"Algorithm flora fauna race","ja","アルゴリズム動植物レース","youtube","_"
"Algorithm flora fauna race","ja","アルゴリズム動植物レース","youtube","_"
"Algorithm flora fauna race","ja","アルゴリズム動植物レース","youtube","_"
"Algorithm flora fauna race","pt","Algoritmo flora fauna corrida","youtube","_"
"Algorithm flora fauna race","pt","Algoritmo flora fauna corrida","youtube","_"
"Algorithm flora fauna race","pt","Algoritmo flora fauna corrida","youtube","_"
"Algorithm flora fauna race","pt","Algoritmo flora fauna corrida","youtube","_"
"Algorithm flora fauna race","zh-CN","算法 动植物 种族","youtube","_"
"Algorithm flora fauna race","zh-CN","算法 动植物 种族","youtube","_"
"Algorithm flora fauna race","zh-CN","算法 动植物 种族","youtube","_"
"Algorithm flora fauna race","zh-CN","算法 动植物 种族","youtube","_"
"Replicate genetic code interconnected naturally","ar","تكرار الشفرة الوراثية المترابطة بشكل طبيعي","youtube","_"
"Replicate genetic code interconnected naturally","ar","تكرار الشفرة الوراثية المترابطة بشكل طبيعي","youtube","_"
"Replicate genetic code interconnected naturally","ar","تكرار الشفرة الوراثية المترابطة بشكل طبيعي","youtube","_"
"Replicate genetic code interconnected naturally","ar","تكرار الشفرة الوراثية المترابطة بشكل طبيعي","youtube","_"
"Replicate genetic code interconnected naturally","es","Replicar código genético interconectado de forma natural","youtube","_"
"Replicate genetic code interconnected naturally","es","Replicar código genético interconectado de forma natural","youtube","_"
"Replicate genetic code interconnected naturally","es","Replicar código genético interconectado de forma natural","youtube","_"
"Replicate genetic code interconnected naturally","es","Replicar código genético interconectado de forma natural","youtube","_"
"Replicate genetic code interconnected naturally","fr","Répliquer le code génétique interconnecté naturellement","youtube","_"
"Replicate genetic code interconnected naturally","fr","Répliquer le code génétique interconnecté naturellement","youtube","_"
"Replicate genetic code interconnected naturally","fr","Répliquer le code génétique interconnecté naturellement","youtube","_"
"Replicate genetic code interconnected naturally","fr","Répliquer le code génétique interconnecté naturellement","youtube","_"
"Replicate genetic code interconnected naturally","hi","स्वाभाविक रूप से परस्पर जुड़े हुए आनुवंशिक कोड को दोहराएँ","youtube","_"
"Replicate genetic code interconnected naturally","hi","स्वाभाविक रूप से परस्पर जुड़े हुए आनुवंशिक कोड को दोहराएँ","youtube","_"
"Replicate genetic code interconnected naturally","hi","स्वाभाविक रूप से परस्पर जुड़े हुए आनुवंशिक कोड को दोहराएँ","youtube","_"
"Replicate genetic code interconnected naturally","hi","स्वाभाविक रूप से परस्पर जुड़े हुए आनुवंशिक कोड को दोहराएँ","youtube","_"
"Replicate genetic code interconnected naturally","ja","自然に相互接続された遺伝コードを複製する","youtube","_"
"Replicate genetic code interconnected naturally","ja","自然に相互接続された遺伝コードを複製する","youtube","_"
"Replicate genetic code interconnected naturally","ja","自然に相互接続された遺伝コードを複製する","youtube","_"
"Replicate genetic code interconnected naturally","ja","自然に相互接続された遺伝コードを複製する","youtube","_"
"Replicate genetic code interconnected naturally","pt","Replique o código genético interligado naturalmente","youtube","_"
"Replicate genetic code interconnected naturally","pt","Replique o código genético interligado naturalmente","youtube","_"
"Replicate genetic code interconnected naturally","pt","Replique o código genético interligado naturalmente","youtube","_"
"Replicate genetic code interconnected naturally","pt","Replique o código genético interligado naturalmente","youtube","_"
"Replicate genetic code interconnected naturally","zh-CN","复制自然互连的遗传密码","youtube","_"
"Replicate genetic code interconnected naturally","zh-CN","复制自然互连的遗传密码","youtube","_"
"Replicate genetic code interconnected naturally","zh-CN","复制自然互连的遗传密码","youtube","_"
"Replicate genetic code interconnected naturally","zh-CN","复制自然互连的遗传密码","youtube","_"
"Medicinal plants programmed without side-effects","ar","نباتات طبية مبرمجة بدون آثار جانبية","youtube","_"
"Medicinal plants programmed without side-effects","ar","نباتات طبية مبرمجة بدون آثار جانبية","youtube","_"
"Medicinal plants programmed without side-effects","ar","نباتات طبية مبرمجة بدون آثار جانبية","youtube","_"
"Medicinal plants programmed without side-effects","ar","نباتات طبية مبرمجة بدون آثار جانبية","youtube","_"
"Medicinal plants programmed without side-effects","es","Plantas medicinales programadas sin efectos secundarios","youtube","_"
"Medicinal plants programmed without side-effects","es","Plantas medicinales programadas sin efectos secundarios","youtube","_"
"Medicinal plants programmed without side-effects","es","Plantas medicinales programadas sin efectos secundarios","youtube","_"
"Medicinal plants programmed without side-effects","es","Plantas medicinales programadas sin efectos secundarios","youtube","_"
"Medicinal plants programmed without side-effects","fr","Des plantes médicinales programmées sans effets secondaires","youtube","_"
"Medicinal plants programmed without side-effects","fr","Des plantes médicinales programmées sans effets secondaires","youtube","_"
"Medicinal plants programmed without side-effects","fr","Des plantes médicinales programmées sans effets secondaires","youtube","_"
"Medicinal plants programmed without side-effects","fr","Des plantes médicinales programmées sans effets secondaires","youtube","_"
"Medicinal plants programmed without side-effects","hi","बिना दुष्प्रभाव के क्रमादेशित औषधीय पौधे","youtube","_"
"Medicinal plants programmed without side-effects","hi","बिना दुष्प्रभाव के क्रमादेशित औषधीय पौधे","youtube","_"
"Medicinal plants programmed without side-effects","hi","बिना दुष्प्रभाव के क्रमादेशित औषधीय पौधे","youtube","_"
"Medicinal plants programmed without side-effects","hi","बिना दुष्प्रभाव के क्रमादेशित औषधीय पौधे","youtube","_"
"Medicinal plants programmed without side-effects","ja","副作用のないようにプログラムされた薬用植物","youtube","_"
"Medicinal plants programmed without side-effects","ja","副作用のないようにプログラムされた薬用植物","youtube","_"
"Medicinal plants programmed without side-effects","ja","副作用のないようにプログラムされた薬用植物","youtube","_"
"Medicinal plants programmed without side-effects","ja","副作用のないようにプログラムされた薬用植物","youtube","_"
"Medicinal plants programmed without side-effects","pt","Plantas medicinais programadas sem efeitos colaterais","youtube","_"
"Medicinal plants programmed without side-effects","pt","Plantas medicinais programadas sem efeitos colaterais","youtube","_"
"Medicinal plants programmed without side-effects","pt","Plantas medicinais programadas sem efeitos colaterais","youtube","_"
"Medicinal plants programmed without side-effects","pt","Plantas medicinais programadas sem efeitos colaterais","youtube","_"
"Medicinal plants programmed without side-effects","zh-CN","药用植物编程无副作用","youtube","_"
"Medicinal plants programmed without side-effects","zh-CN","药用植物编程无副作用","youtube","_"
"Medicinal plants programmed without side-effects","zh-CN","药用植物编程无副作用","youtube","_"
"Medicinal plants programmed without side-effects","zh-CN","药用植物编程无副作用","youtube","_"
"Climate change plants writing code","ar","نباتات تغير المناخ تكتب الكود","youtube","_"
"Climate change plants writing code","ar","نباتات تغير المناخ تكتب الكود","youtube","_"
"Climate change plants writing code","ar","نباتات تغير المناخ تكتب الكود","youtube","_"
"Climate change plants writing code","ar","نباتات تغير المناخ تكتب الكود","youtube","_"
"Climate change plants writing code","es","Código de escritura de plantas de cambio climático","youtube","_"
"Climate change plants writing code","es","Código de escritura de plantas de cambio climático","youtube","_"
"Climate change plants writing code","es","Código de escritura de plantas de cambio climático","youtube","_"
"Climate change plants writing code","es","Código de escritura de plantas de cambio climático","youtube","_"
"Climate change plants writing code","fr","Les plantes du changement climatique écrivent du code","youtube","_"
"Climate change plants writing code","fr","Les plantes du changement climatique écrivent du code","youtube","_"
"Climate change plants writing code","fr","Les plantes du changement climatique écrivent du code","youtube","_"
"Climate change plants writing code","fr","Les plantes du changement climatique écrivent du code","youtube","_"
"Climate change plants writing code","hi","जलवायु परिवर्तन पौधे कोड लिख रहे हैं","youtube","_"
"Climate change plants writing code","hi","जलवायु परिवर्तन पौधे कोड लिख रहे हैं","youtube","_"
"Climate change plants writing code","hi","जलवायु परिवर्तन पौधे कोड लिख रहे हैं","youtube","_"
"Climate change plants writing code","hi","जलवायु परिवर्तन पौधे कोड लिख रहे हैं","youtube","_"
"Climate change plants writing code","ja","気候変動プラントがコードを書く","youtube","_"
"Climate change plants writing code","ja","気候変動プラントがコードを書く","youtube","_"
"Climate change plants writing code","ja","気候変動プラントがコードを書く","youtube","_"
"Climate change plants writing code","ja","気候変動プラントがコードを書く","youtube","_"
"Climate change plants writing code","pt","Plantas de mudança climática escrevendo código","youtube","_"
"Climate change plants writing code","pt","Plantas de mudança climática escrevendo código","youtube","_"
"Climate change plants writing code","pt","Plantas de mudança climática escrevendo código","youtube","_"
"Climate change plants writing code","pt","Plantas de mudança climática escrevendo código","youtube","_"
"Climate change plants writing code","zh-CN","气候变化植物编写代码","youtube","_"
"Climate change plants writing code","zh-CN","气候变化植物编写代码","youtube","_"
"Climate change plants writing code","zh-CN","气候变化植物编写代码","youtube","_"
"Climate change plants writing code","zh-CN","气候变化植物编写代码","youtube","_"
"Coral reefs ocean clean up","ar","تنظيف المحيطات من الشعاب المرجانية","youtube","_"
"Coral reefs ocean clean up","ar","تنظيف المحيطات من الشعاب المرجانية","youtube","_"
"Coral reefs ocean clean up","ar","تنظيف المحيطات من الشعاب المرجانية","youtube","_"
"Coral reefs ocean clean up","ar","تنظيف المحيطات من الشعاب المرجانية","youtube","_"
"Coral reefs ocean clean up","es","Limpieza del océano de los arrecifes de coral","youtube","_"
"Coral reefs ocean clean up","es","Limpieza del océano de los arrecifes de coral","youtube","_"
"Coral reefs ocean clean up","es","Limpieza del océano de los arrecifes de coral","youtube","_"
"Coral reefs ocean clean up","es","Limpieza del océano de los arrecifes de coral","youtube","_"
"Coral reefs ocean clean up","fr","Nettoyage des océans des récifs coralliens","youtube","_"
"Coral reefs ocean clean up","fr","Nettoyage des océans des récifs coralliens","youtube","_"
"Coral reefs ocean clean up","fr","Nettoyage des océans des récifs coralliens","youtube","_"
"Coral reefs ocean clean up","fr","Nettoyage des océans des récifs coralliens","youtube","_"
"Coral reefs ocean clean up","hi","मूंगे की चट्टानें सागर साफ हो गईं","youtube","_"
"Coral reefs ocean clean up","hi","मूंगे की चट्टानें सागर साफ हो गईं","youtube","_"
"Coral reefs ocean clean up","hi","मूंगे की चट्टानें सागर साफ हो गईं","youtube","_"
