"language","term","platform","topic","link","done"
"ar","جوقة مكب النفايات ترتفع","youtube","landfill choir rising","4GXGERv0Xk8","True"
"ar","جوقة مكب النفايات ترتفع","youtube","landfill choir rising","_X63sELUSEw","True"
"ar","جوقة مكب النفايات ترتفع","youtube","landfill choir rising","_X63sELUSEw","True"
"ar","حذف الحداد البيانات","youtube","data mourning deletion","g0Jth2OsPn8","True"
"ar","حذف الحداد البيانات","youtube","data mourning deletion","g0Jth2OsPn8","True"
"ar","حذف الحداد البيانات","youtube","data mourning deletion","pZCxLDEEYy8","True"
"ar","حذف الحداد البيانات","youtube","data mourning deletion","pZCxLDEEYy8","True"
"ar","يتذكر الكوبالت اللمس","youtube","Cobalt remembers touch","UQyVqcWz4UU","True"
"ar","يتذكر الكوبالت اللمس","youtube","Cobalt remembers touch","UQyVqcWz4UU","True"
"ar","يتذكر الكوبالت اللمس","youtube","Cobalt remembers touch","cuQqq5zt05k","True"
"ar","يتذكر الكوبالت اللمس","youtube","Cobalt remembers touch","cuQqq5zt05k","True"
"en","Cobalt remembers touch","youtube","Cobalt remembers touch","C-VXK5yTp18","True"
"en","Cobalt remembers touch","youtube","Cobalt remembers touch","C-VXK5yTp18","True"
"en","Cobalt remembers touch","youtube","Cobalt remembers touch","F9Ghu4Fs7ms","True"
"en","Cobalt remembers touch","youtube","Cobalt remembers touch","F9Ghu4Fs7ms","True"
"en","Haunted satellite lullaby","youtube","Haunted satellite lullaby","xYGMEptWu0E","True"
"en","Haunted satellite lullaby","youtube","Haunted satellite lullaby","xYGMEptWu0E","True"
"en","Haunted satellite lullaby","youtube","Haunted satellite lullaby","yGEj9fdiUao","True"
"en","Haunted satellite lullaby","youtube","Haunted satellite lullaby","yGEj9fdiUao","True"
"en","Lithium dreams rebellion","youtube","Lithium dreams rebellion","TWvToO3OVgA","True"
"en","Lithium dreams rebellion","youtube","Lithium dreams rebellion","TWvToO3OVgA","True"
"en","Lithium dreams rebellion","youtube","Lithium dreams rebellion","-3Sey3ppacg","True"
"en","Lithium dreams rebellion","youtube","Lithium dreams rebellion","-3Sey3ppacg","True"
"en","Plastic contemplating etenrity","youtube","Plastic contemplating etenrity","Dw1HWjpYY08","True"
"en","Plastic contemplating etenrity","youtube","Plastic contemplating etenrity","Dw1HWjpYY08","True"
"en","Plastic contemplating etenrity","youtube","Plastic contemplating etenrity","IWFrN2ECS0c","True"
"en","Plastic contemplating etenrity","youtube","Plastic contemplating etenrity","IWFrN2ECS0c","True"
"en","algorithm longing origins","youtube","algorithm longing origins","oRkNaF0QvnI","True"
"en","algorithm longing origins","youtube","algorithm longing origins","oRkNaF0QvnI","True"
"en","algorithm longing origins","youtube","algorithm longing origins","CzQ8mZHVjes","True"
"en","algorithm longing origins","youtube","algorithm longing origins","CzQ8mZHVjes","True"
"en","concrete aching softly","youtube","concrete aching softly","gl1z5c56Jig","True"
"en","concrete aching softly","youtube","concrete aching softly","aofGRNs58kI","True"
"en","concrete aching softly","youtube","concrete aching softly","aofGRNs58kI","True"
"en","concrete aching softly","youtube","concrete aching softly","b712InJXSjQ","True"
"en","data mourning deletion","youtube","data mourning deletion","R86xTj6MnWo","True"
"en","data mourning deletion","youtube","data mourning deletion","R86xTj6MnWo","True"
"en","data mourning deletion","youtube","data mourning deletion","Ff0dac7CFv4","True"
"en","data mourning deletion","youtube","data mourning deletion","Ff0dac7CFv4","True"
"en","landfill choir rising","youtube","landfill choir rising","ybK1Kwfmr9c","True"
"en","landfill choir rising","youtube","landfill choir rising","ybK1Kwfmr9c","True"
"en","landfill choir rising","youtube","landfill choir rising","YxUuKthY1dQ","True"
"en","landfill choir rising","youtube","landfill choir rising","YxUuKthY1dQ","True"
"en","oil whispering ancestry","youtube","oil whispering ancestry","a-vpAcE6Mz0","True"
"en","oil whispering ancestry","youtube","oil whispering ancestry","a-vpAcE6Mz0","True"
"en","oil whispering ancestry","youtube","oil whispering ancestry","zEfw60HVZK4","True"
"en","oil whispering ancestry","youtube","oil whispering ancestry","A1TxWguSknw","True"
"en","server heat confession","youtube","server heat confession","aQaXvM51ulE","True"
"en","server heat confession","youtube","server heat confession","aQaXvM51ulE","True"
"en","server heat confession","youtube","server heat confession","2vILHvmu2kE","True"
"en","server heat confession","youtube","server heat confession","2vILHvmu2kE","True"
"es","Canción de cuna satelital embrujada","youtube","Haunted satellite lullaby","Tm42M1lOzwY","True"
"es","Canción de cuna satelital embrujada","youtube","Haunted satellite lullaby","P-OdXTzXgFk","True"
"es","Canción de cuna satelital embrujada","youtube","Haunted satellite lullaby","Bl75_o0Qxi8","True"
"es","Canción de cuna satelital embrujada","youtube","Haunted satellite lullaby","m6GVaU2yf1s","True"
"es","Cobalto recuerda el tacto","youtube","Cobalt remembers touch","KNF0DX4-P8Q","True"
"es","Cobalto recuerda el tacto","youtube","Cobalt remembers touch","KNF0DX4-P8Q","True"
"es","Cobalto recuerda el tacto","youtube","Cobalt remembers touch","PQaeLtQU6FA","True"
"es","Cobalto recuerda el tacto","youtube","Cobalt remembers touch","PQaeLtQU6FA","True"
"es","Plástico contemplando la eternidad","youtube","Plastic contemplating etenrity","GhN15YFzSio","True"
"es","Plástico contemplando la eternidad","youtube","Plastic contemplating etenrity","GhN15YFzSio","True"
"es","Plástico contemplando la eternidad","youtube","Plastic contemplating etenrity","gqkGs53nYSM","True"
"es","Plástico contemplando la eternidad","youtube","Plastic contemplating etenrity","gqkGs53nYSM","True"
"es","Rebelión de los sueños de litio","youtube","Lithium dreams rebellion","knmNnHsPBwQ","True"
"es","Rebelión de los sueños de litio","youtube","Lithium dreams rebellion","MRwTdjV4tYI","True"
"es","Rebelión de los sueños de litio","youtube","Lithium dreams rebellion","MRwTdjV4tYI","True"
"es","Rebelión de los sueños de litio","youtube","Lithium dreams rebellion","NKjt7NVUrfY","True"
"es","ascendencia susurradora de aceite","youtube","oil whispering ancestry","Kjqp-OWHkOQ","True"
"es","ascendencia susurradora de aceite","youtube","oil whispering ancestry","Kjqp-OWHkOQ","True"
"es","ascendencia susurradora de aceite","youtube","oil whispering ancestry","h0tBbFM5e4I","True"
"es","ascendencia susurradora de aceite","youtube","oil whispering ancestry","h0tBbFM5e4I","True"
"es","concreto que duele suavemente","youtube","concrete aching softly","4qjKd_zhoMU","True"
"es","concreto que duele suavemente","youtube","concrete aching softly","4qjKd_zhoMU","True"
"es","concreto que duele suavemente","youtube","concrete aching softly","BibfspiA298","True"
"es","concreto que duele suavemente","youtube","concrete aching softly","BibfspiA298","True"
"es","confesión de calor del servidor","youtube","server heat confession","gH6vVuVvtYA","True"
"es","confesión de calor del servidor","youtube","server heat confession","gH6vVuVvtYA","True"
"es","confesión de calor del servidor","youtube","server heat confession","y3pfIpQv4NU","True"
"es","confesión de calor del servidor","youtube","server heat confession","y3pfIpQv4NU","True"
"es","coro del vertedero en aumento","youtube","landfill choir rising","ftyuz_FNIKU","True"
"es","coro del vertedero en aumento","youtube","landfill choir rising","ftyuz_FNIKU","True"
"es","coro del vertedero en aumento","youtube","landfill choir rising","dWXbTAMpeBQ","True"
"es","coro del vertedero en aumento","youtube","landfill choir rising","dWXbTAMpeBQ","True"
"es","eliminación de luto de datos","youtube","data mourning deletion","pAaamp5hEfg","True"
"es","eliminación de luto de datos","youtube","data mourning deletion","y3NBCZDW4DY","True"
"es","eliminación de luto de datos","youtube","data mourning deletion","y3NBCZDW4DY","True"
"es","eliminación de luto de datos","youtube","data mourning deletion","vyyQsFX6pJI","True"
"es","orígenes del anhelo del algoritmo","youtube","algorithm longing origins","FNlFgTc3alo","True"
"es","orígenes del anhelo del algoritmo","youtube","algorithm longing origins","w_NPNKtYTGU","True"
"es","orígenes del anhelo del algoritmo","youtube","algorithm longing origins","U3CGMyjzlvM","True"
"es","orígenes del anhelo del algoritmo","youtube","algorithm longing origins","U3CGMyjzlvM","True"
"fr","Berceuse satellite hantée","youtube","Haunted satellite lullaby","5nPTlEQBfFc","True"
"fr","Berceuse satellite hantée","youtube","Haunted satellite lullaby","5nPTlEQBfFc","True"
"fr","Berceuse satellite hantée","youtube","Haunted satellite lullaby","uNiWMiytVMM","True"
"fr","Berceuse satellite hantée","youtube","Haunted satellite lullaby","0Y-RELy7XkU","True"
"fr","Cobalt se souvient du toucher","youtube","Cobalt remembers touch","8SytEuulc9M","True"
"fr","Cobalt se souvient du toucher","youtube","Cobalt remembers touch","8SytEuulc9M","True"
"fr","Cobalt se souvient du toucher","youtube","Cobalt remembers touch","-GjpsBKqG5I","True"
"fr","Cobalt se souvient du toucher","youtube","Cobalt remembers touch","-GjpsBKqG5I","True"
"fr","La rébellion des rêves de lithium","youtube","Lithium dreams rebellion","3BJZP1_evhc","True"
"fr","La rébellion des rêves de lithium","youtube","Lithium dreams rebellion","3BJZP1_evhc","True"
"fr","La rébellion des rêves de lithium","youtube","Lithium dreams rebellion","xo1HtYZU4J4","True"
"fr","La rébellion des rêves de lithium","youtube","Lithium dreams rebellion","xo1HtYZU4J4","True"
"fr","Plastique contemplant l'éternité","youtube","Plastic contemplating etenrity","mAntyKHCHDA","True"
"fr","Plastique contemplant l'éternité","youtube","Plastic contemplating etenrity","mAntyKHCHDA","True"
"fr","Plastique contemplant l'éternité","youtube","Plastic contemplating etenrity","lmZokRqVCUE","True"
"fr","Plastique contemplant l'éternité","youtube","Plastic contemplating etenrity","lmZokRqVCUE","True"
"fr","algorithme désirant les origines","youtube","algorithm longing origins","gW6jS_sAmbw","True"
"fr","algorithme désirant les origines","youtube","algorithm longing origins","gW6jS_sAmbw","True"
"fr","algorithme désirant les origines","youtube","algorithm longing origins","FWGBZB_aL0s","True"
"fr","algorithme désirant les origines","youtube","algorithm longing origins","FWGBZB_aL0s","True"
"fr","ascendance qui murmure du pétrole","youtube","oil whispering ancestry","rjrVTMVct6I","True"
"fr","ascendance qui murmure du pétrole","youtube","oil whispering ancestry","rjrVTMVct6I","True"
"fr","ascendance qui murmure du pétrole","youtube","oil whispering ancestry","F9nx-ZCn6sU","True"
"fr","ascendance qui murmure du pétrole","youtube","oil whispering ancestry","oweVFXFFh04","True"
"fr","confession de chaleur du serveur","youtube","server heat confession","n2P4m1cfkzY","True"
"fr","confession de chaleur du serveur","youtube","server heat confession","n2P4m1cfkzY","True"
"fr","confession de chaleur du serveur","youtube","server heat confession","daqOP77K4AY","True"
"fr","confession de chaleur du serveur","youtube","server heat confession","daqOP77K4AY","True"
"fr","la chorale d'une décharge se lève","youtube","landfill choir rising","XuF2FHbv0sM","True"
"fr","la chorale d'une décharge se lève","youtube","landfill choir rising","XuF2FHbv0sM","True"
"fr","la chorale d'une décharge se lève","youtube","landfill choir rising","ooPmxyhsbqI","True"
"fr","la chorale d'une décharge se lève","youtube","landfill choir rising","ooPmxyhsbqI","True"
"fr","le béton fait doucement mal","youtube","concrete aching softly","5uW1JenMFqc","True"
"fr","le béton fait doucement mal","youtube","concrete aching softly","5uW1JenMFqc","True"
"fr","le béton fait doucement mal","youtube","concrete aching softly","8BYEtecPd0U","True"
"fr","le béton fait doucement mal","youtube","concrete aching softly","8BYEtecPd0U","True"
"fr","suppression des données de deuil","youtube","data mourning deletion","ssStZbpylFA","True"
"fr","suppression des données de deuil","youtube","data mourning deletion","ssStZbpylFA","True"
"fr","suppression des données de deuil","youtube","data mourning deletion","5Xfgko1biEs","True"
"fr","suppression des données de deuil","youtube","data mourning deletion","5Xfgko1biEs","True"
"hi","एल्गोरिथ्म लालसा उत्पत्ति","youtube","algorithm longing origins","oRkNaF0QvnI","True"
"hi","एल्गोरिथ्म लालसा उत्पत्ति","youtube","algorithm longing origins","oRkNaF0QvnI","True"
"hi","एल्गोरिथ्म लालसा उत्पत्ति","youtube","algorithm longing origins","oRkNaF0QvnI","True"
"hi","एल्गोरिथ्म लालसा उत्पत्ति","youtube","algorithm longing origins","V4FsPj1KXDQ","True"
"hi","कंक्रीट धीरे-धीरे दर्द कर रही है","youtube","concrete aching softly","7Y6ksFoKBY0","True"
"hi","कंक्रीट धीरे-धीरे दर्द कर रही है","youtube","concrete aching softly","7Y6ksFoKBY0","True"
"hi","कंक्रीट धीरे-धीरे दर्द कर रही है","youtube","concrete aching softly","G0EHE7uuk2Q","True"
"hi","कंक्रीट धीरे-धीरे दर्द कर रही है","youtube","concrete aching softly","G0EHE7uuk2Q","True"
"hi","कोबाल्ट स्पर्श को याद रखता है","youtube","Cobalt remembers touch","_xvI_FaaqK8","True"
"hi","कोबाल्ट स्पर्श को याद रखता है","youtube","Cobalt remembers touch","_xvI_FaaqK8","True"
"hi","कोबाल्ट स्पर्श को याद रखता है","youtube","Cobalt remembers touch","jCSuL3HcLJk","True"
"hi","कोबाल्ट स्पर्श को याद रखता है","youtube","Cobalt remembers touch","jCSuL3HcLJk","True"
"hi","डेटा शोक विलोपन","youtube","data mourning deletion","rJc06QqYdHc","True"
"hi","डेटा शोक विलोपन","youtube","data mourning deletion","rJc06QqYdHc","True"
"hi","डेटा शोक विलोपन","youtube","data mourning deletion","Ff0dac7CFv4","True"
"hi","डेटा शोक विलोपन","youtube","data mourning deletion","Ff0dac7CFv4","True"
"hi","तेल फुसफुसा वंश","youtube","oil whispering ancestry","mTyTDKnbnyM","True"
"hi","तेल फुसफुसा वंश","youtube","oil whispering ancestry","z8PL4Pa53f0","True"
"hi","तेल फुसफुसा वंश","youtube","oil whispering ancestry","z8PL4Pa53f0","True"
"hi","तेल फुसफुसा वंश","youtube","oil whispering ancestry","GE5NxEFfpcI","True"
"hi","प्रेतवाधित उपग्रह लोरी","youtube","Haunted satellite lullaby","WLg1HmbVwVE","True"
"hi","प्रेतवाधित उपग्रह लोरी","youtube","Haunted satellite lullaby","WLg1HmbVwVE","True"
"hi","प्रेतवाधित उपग्रह लोरी","youtube","Haunted satellite lullaby","d7PzMZ2RsbY","True"
"hi","प्रेतवाधित उपग्रह लोरी","youtube","Haunted satellite lullaby","d7PzMZ2RsbY","True"
"hi","प्लास्टिक अनंत काल पर विचार कर रहा है","youtube","Plastic contemplating etenrity","2i0mtEpm9U0","True"
"hi","प्लास्टिक अनंत काल पर विचार कर रहा है","youtube","Plastic contemplating etenrity","2i0mtEpm9U0","True"
"hi","प्लास्टिक अनंत काल पर विचार कर रहा है","youtube","Plastic contemplating etenrity","pTUNUPXiqGk","True"
"hi","प्लास्टिक अनंत काल पर विचार कर रहा है","youtube","Plastic contemplating etenrity","pTUNUPXiqGk","True"
"hi","लिथियम विद्रोह का सपना देखता है","youtube","Lithium dreams rebellion","L3ianGlSWrQ","True"
"hi","लिथियम विद्रोह का सपना देखता है","youtube","Lithium dreams rebellion","L3ianGlSWrQ","True"
"hi","लिथियम विद्रोह का सपना देखता है","youtube","Lithium dreams rebellion","qKGg1vvYp8Y","True"
"hi","लिथियम विद्रोह का सपना देखता है","youtube","Lithium dreams rebellion","qKGg1vvYp8Y","True"
"hi","लैंडफिल गाना बजानेवालों का उदय","youtube","landfill choir rising","nv7EXg23lu0","True"
"hi","लैंडफिल गाना बजानेवालों का उदय","youtube","landfill choir rising","nv7EXg23lu0","True"
"hi","लैंडफिल गाना बजानेवालों का उदय","youtube","landfill choir rising","VyCg0ULC-OE","True"
"hi","लैंडफिल गाना बजानेवालों का उदय","youtube","landfill choir rising","rgNPB-N3Fks","True"
"hi","सर्वर हीट कन्फ़ेशन","youtube","server heat confession","fbBgJniR3ak","True"
"hi","सर्वर हीट कन्फ़ेशन","youtube","server heat confession","fbBgJniR3ak","True"
"hi","सर्वर हीट कन्फ़ेशन","youtube","server heat confession","8PdAMVQn5u8","True"
"hi","सर्वर हीट कन्फ़ेशन","youtube","server heat confession","8PdAMVQn5u8","True"
"ja","アルゴリズム憧れの原点","youtube","algorithm longing origins","7uZuOr6t87g","True"
"ja","アルゴリズム憧れの原点","youtube","algorithm longing origins","7uZuOr6t87g","True"
"ja","アルゴリズム憧れの原点","youtube","algorithm longing origins","S8ALG_JAWRI","True"
"ja","アルゴリズム憧れの原点","youtube","algorithm longing origins","S8ALG_JAWRI","True"
"ja","オイルささやきの祖先","youtube","oil whispering ancestry","nUZFUTJRkE8","True"
"ja","オイルささやきの祖先","youtube","oil whispering ancestry","nUZFUTJRkE8","True"
"ja","オイルささやきの祖先","youtube","oil whispering ancestry","q4pbiZq4N-A","True"
"ja","オイルささやきの祖先","youtube","oil whispering ancestry","q4pbiZq4N-A","True"
"ja","コバルトは触れたことを覚えている","youtube","Cobalt remembers touch","wctd8FN76qI","True"
"ja","コバルトは触れたことを覚えている","youtube","Cobalt remembers touch","wctd8FN76qI","True"
"ja","コバルトは触れたことを覚えている","youtube","Cobalt remembers touch","but8C8oLmjo","True"
"ja","コバルトは触れたことを覚えている","youtube","Cobalt remembers touch","but8C8oLmjo","True"
"ja","コンクリートが柔らかく痛む","youtube","concrete aching softly","_gRzd0XQxxw","True"
"ja","コンクリートが柔らかく痛む","youtube","concrete aching softly","_gRzd0XQxxw","True"
"ja","コンクリートが柔らかく痛む","youtube","concrete aching softly","NSVE72LIERo","True"
"ja","コンクリートが柔らかく痛む","youtube","concrete aching softly","NSVE72LIERo","True"
"ja","サーバーの熱の告白","youtube","server heat confession","Y-I0xhrNYY0","True"
"ja","サーバーの熱の告白","youtube","server heat confession","Y-I0xhrNYY0","True"
"ja","サーバーの熱の告白","youtube","server heat confession","owIH-IujPQI","True"
"ja","サーバーの熱の告白","youtube","server heat confession","owIH-IujPQI","True"
"ja","データの喪中削除","youtube","data mourning deletion","W2mluUA_l_8","True"
"ja","データの喪中削除","youtube","data mourning deletion","W2mluUA_l_8","True"
"ja","データの喪中削除","youtube","data mourning deletion","dCUSCEaJrEI","True"
"ja","データの喪中削除","youtube","data mourning deletion","dCUSCEaJrEI","True"
"ja","リチウムは反乱を夢見る","youtube","Lithium dreams rebellion","m3I_hIOFSNU","True"
"ja","リチウムは反乱を夢見る","youtube","Lithium dreams rebellion","m3I_hIOFSNU","True"
"ja","リチウムは反乱を夢見る","youtube","Lithium dreams rebellion","aIZhQyMZrxY","True"
"ja","リチウムは反乱を夢見る","youtube","Lithium dreams rebellion","9m1K-FoG7nI","True"
"ja","埋め立て地の合唱団が立ち上がる","youtube","landfill choir rising","PFlztClIViI","True"
"ja","埋め立て地の合唱団が立ち上がる","youtube","landfill choir rising","PFlztClIViI","True"
"ja","埋め立て地の合唱団が立ち上がる","youtube","landfill choir rising","kVZKSF-eKeo","True"
"ja","埋め立て地の合唱団が立ち上がる","youtube","landfill choir rising","kVZKSF-eKeo","True"
"ja","幽霊の衛星子守唄","youtube","Haunted satellite lullaby","oQw2yofRsd8","True"
"ja","幽霊の衛星子守唄","youtube","Haunted satellite lullaby","17dvp_G7KnU","True"
"ja","幽霊の衛星子守唄","youtube","Haunted satellite lullaby","17dvp_G7KnU","True"
"ja","幽霊の衛星子守唄","youtube","Haunted satellite lullaby","0oripGBozWI","True"
"ja","永遠を見つめるプラスチック","youtube","Plastic contemplating etenrity","_2quiyHfJQw","True"
"ja","永遠を見つめるプラスチック","youtube","Plastic contemplating etenrity","_2quiyHfJQw","True"
"ja","永遠を見つめるプラスチック","youtube","Plastic contemplating etenrity","0IeAMZlwjg4","True"
"ja","永遠を見つめるプラスチック","youtube","Plastic contemplating etenrity","0IeAMZlwjg4","True"
"pt","Canção de ninar do satélite assombrado","youtube","Haunted satellite lullaby","ULTf0HFgH18","True"
"pt","Canção de ninar do satélite assombrado","youtube","Haunted satellite lullaby","ULTf0HFgH18","True"
"pt","Canção de ninar do satélite assombrado","youtube","Haunted satellite lullaby","PLX_IbMKYpQ","True"
"pt","Canção de ninar do satélite assombrado","youtube","Haunted satellite lullaby","HF4ixpdmvMc","True"
"pt","Cobalto lembra o toque","youtube","Cobalt remembers touch","Va_nyI4qqIM","True"
"pt","Cobalto lembra o toque","youtube","Cobalt remembers touch","Va_nyI4qqIM","True"
"pt","Cobalto lembra o toque","youtube","Cobalt remembers touch","D7jo9pISRBQ","True"
"pt","Cobalto lembra o toque","youtube","Cobalt remembers touch","D7jo9pISRBQ","True"
"pt","Plástico contemplando a eternidade","youtube","Plastic contemplating etenrity","PYP5OUsltpA","True"
"pt","Plástico contemplando a eternidade","youtube","Plastic contemplating etenrity","AlO87SCWZWs","True"
"pt","Plástico contemplando a eternidade","youtube","Plastic contemplating etenrity","AlO87SCWZWs","True"
"pt","Plástico contemplando a eternidade","youtube","Plastic contemplating etenrity","BZj2IwGXZdA","True"
"pt","Rebelião dos sonhos de lítio","youtube","Lithium dreams rebellion","_01a5jssiqI","True"
"pt","Rebelião dos sonhos de lítio","youtube","Lithium dreams rebellion","_01a5jssiqI","True"
"pt","Rebelião dos sonhos de lítio","youtube","Lithium dreams rebellion","OApSrWzsR7w","True"
"pt","Rebelião dos sonhos de lítio","youtube","Lithium dreams rebellion","cionvIapA6M","True"
"pt","ancestralidade sussurrante de óleo","youtube","oil whispering ancestry","IMnnVtCGYas","True"
"pt","ancestralidade sussurrante de óleo","youtube","oil whispering ancestry","IMnnVtCGYas","True"
"pt","ancestralidade sussurrante de óleo","youtube","oil whispering ancestry","5rWWa3YWWaQ","True"
"pt","ancestralidade sussurrante de óleo","youtube","oil whispering ancestry","5rWWa3YWWaQ","True"
"pt","concreto doendo suavemente","youtube","concrete aching softly","l9H5xI7fFQQ","True"
"pt","concreto doendo suavemente","youtube","concrete aching softly","l9H5xI7fFQQ","True"
"pt","concreto doendo suavemente","youtube","concrete aching softly","F5n5uoNFO7Y","True"
"pt","concreto doendo suavemente","youtube","concrete aching softly","F5n5uoNFO7Y","True"
"pt","confissão de calor do servidor","youtube","server heat confession","h68GFafxN-o","True"
"pt","confissão de calor do servidor","youtube","server heat confession","P-JjlAzRvt0","True"
"pt","confissão de calor do servidor","youtube","server heat confession","P-JjlAzRvt0","True"
"pt","confissão de calor do servidor","youtube","server heat confession","c7SKsZSSqmo","True"
"pt","coro do aterro subindo","youtube","landfill choir rising","5Vk828XqjDI","True"
"pt","coro do aterro subindo","youtube","landfill choir rising","5Vk828XqjDI","True"
"pt","coro do aterro subindo","youtube","landfill choir rising","LPD7MAIlws4","True"
"pt","coro do aterro subindo","youtube","landfill choir rising","LPD7MAIlws4","True"
"pt","exclusão de luto de dados","youtube","data mourning deletion","RUb9XY9eDQg","True"
"pt","exclusão de luto de dados","youtube","data mourning deletion","RUb9XY9eDQg","True"
"pt","exclusão de luto de dados","youtube","data mourning deletion","az4oDYPEvFo","True"
"pt","exclusão de luto de dados","youtube","data mourning deletion","az4oDYPEvFo","True"
"pt","origens de saudade do algoritmo","youtube","algorithm longing origins","6bOQQNRr2wI","True"
"pt","origens de saudade do algoritmo","youtube","algorithm longing origins","6bOQQNRr2wI","True"
"pt","origens de saudade do algoritmo","youtube","algorithm longing origins","QVm19_AmgJc","True"
"pt","origens de saudade do algoritmo","youtube","algorithm longing origins","QVm19_AmgJc","True"
"zh-CN","垃圾填埋场合唱团崛起","youtube","landfill choir rising","7geoCRtjrXQ","True"
"zh-CN","垃圾填埋场合唱团崛起","youtube","landfill choir rising","7geoCRtjrXQ","True"
"zh-CN","垃圾填埋场合唱团崛起","youtube","landfill choir rising","h7g2lyfOPAk","True"
"zh-CN","垃圾填埋场合唱团崛起","youtube","landfill choir rising","zgBerzW0rrQ","True"
"zh-CN","塑料思考永恒","youtube","Plastic contemplating etenrity","bF4ljopyH9s","True"
"zh-CN","塑料思考永恒","youtube","Plastic contemplating etenrity","bF4ljopyH9s","True"
"zh-CN","塑料思考永恒","youtube","Plastic contemplating etenrity","fYt7mShL9M8","True"
"zh-CN","塑料思考永恒","youtube","Plastic contemplating etenrity","fYt7mShL9M8","True"
"zh-CN","数据哀悼删除","youtube","data mourning deletion","T7CnuvTdTN4","True"
"zh-CN","数据哀悼删除","youtube","data mourning deletion","T7CnuvTdTN4","True"
"zh-CN","数据哀悼删除","youtube","data mourning deletion","scwtkk8G150","True"
"zh-CN","数据哀悼删除","youtube","data mourning deletion","scwtkk8G150","True"
"zh-CN","服务器热度自白","youtube","server heat confession","wfC9YKdXnaQ","True"
"zh-CN","服务器热度自白","youtube","server heat confession","wfC9YKdXnaQ","True"
"zh-CN","服务器热度自白","youtube","server heat confession","QhBPPvJvI48","True"
"zh-CN","服务器热度自白","youtube","server heat confession","QhBPPvJvI48","True"
"zh-CN","油耳语的祖先","youtube","oil whispering ancestry","HSHzfwIMuZE","True"
"zh-CN","油耳语的祖先","youtube","oil whispering ancestry","HSHzfwIMuZE","True"
"zh-CN","油耳语的祖先","youtube","oil whispering ancestry","4kHrF3Ad1DY","True"
"zh-CN","油耳语的祖先","youtube","oil whispering ancestry","4kHrF3Ad1DY","True"
"zh-CN","混凝土轻轻疼痛","youtube","concrete aching softly","xix9T-7JklI","True"
"zh-CN","混凝土轻轻疼痛","youtube","concrete aching softly","xix9T-7JklI","True"
"zh-CN","混凝土轻轻疼痛","youtube","concrete aching softly","O4zkIvk49PE","True"
"zh-CN","混凝土轻轻疼痛","youtube","concrete aching softly","O4zkIvk49PE","True"
