"topic","language","term","platform","link"
"landfill choir rising","ar","جوقة مكب النفايات ترتفع","youtube","_"
"landfill choir rising","ar","جوقة مكب النفايات ترتفع","youtube","_"
"landfill choir rising","es","coro del vertedero en aumento","youtube","_"
"landfill choir rising","es","coro del vertedero en aumento","youtube","_"
"landfill choir rising","es","coro del vertedero en aumento","youtube","_"
"landfill choir rising","es","coro del vertedero en aumento","youtube","_"
"landfill choir rising","fr","la chorale d'une décharge se lève","youtube","_"
"landfill choir rising","fr","la chorale d'une décharge se lève","youtube","_"
"landfill choir rising","fr","la chorale d'une décharge se lève","youtube","_"
"landfill choir rising","fr","la chorale d'une décharge se lève","youtube","_"
"landfill choir rising","hi","लैंडफिल गाना बजानेवालों का उदय","youtube","_"
"landfill choir rising","hi","लैंडफिल गाना बजानेवालों का उदय","youtube","_"
"landfill choir rising","hi","लैंडफिल गाना बजानेवालों का उदय","youtube","_"
"landfill choir rising","hi","लैंडफिल गाना बजानेवालों का उदय","youtube","_"
"landfill choir rising","ja","埋め立て地の合唱団が立ち上がる","youtube","_"
"landfill choir rising","ja","埋め立て地の合唱団が立ち上がる","youtube","_"
"landfill choir rising","ja","埋め立て地の合唱団が立ち上がる","youtube","_"
"landfill choir rising","ja","埋め立て地の合唱団が立ち上がる","youtube","_"
"landfill choir rising","pt","coro do aterro subindo","youtube","_"
"landfill choir rising","pt","coro do aterro subindo","youtube","_"
"landfill choir rising","pt","coro do aterro subindo","youtube","_"
"landfill choir rising","pt","coro do aterro subindo","youtube","_"
"landfill choir rising","zh-CN","垃圾填埋场合唱团崛起","youtube","_"
"landfill choir rising","zh-CN","垃圾填埋场合唱团崛起","youtube","_"
"landfill choir rising","zh-CN","垃圾填埋场合唱团崛起","youtube","_"
"landfill choir rising","zh-CN","垃圾填埋场合唱团崛起","youtube","_"
"data mourning deletion","ar","حذف الحداد البيانات","youtube","_"
"data mourning deletion","ar","حذف الحداد البيانات","youtube","_"
"data mourning deletion","ar","حذف الحداد البيانات","youtube","_"
"data mourning deletion","ar","حذف الحداد البيانات","youtube","_"
"data mourning deletion","es","eliminación de luto de datos","youtube","_"
"data mourning deletion","es","eliminación de luto de datos","youtube","_"
"data mourning deletion","es","eliminación de luto de datos","youtube","_"
"data mourning deletion","es","eliminación de luto de datos","youtube","_"
"data mourning deletion","fr","suppression des données de deuil","youtube","_"
"data mourning deletion","fr","suppression des données de deuil","youtube","_"
"data mourning deletion","fr","suppression des données de deuil","youtube","_"
"data mourning deletion","fr","suppression des données de deuil","youtube","_"
"data mourning deletion","hi","डेटा शोक विलोपन","youtube","_"
"data mourning deletion","hi","डेटा शोक विलोपन","youtube","_"
"data mourning deletion","hi","डेटा शोक विलोपन","youtube","_"
"data mourning deletion","hi","डेटा शोक विलोपन","youtube","_"
"data mourning deletion","ja","データの喪中削除","youtube","_"
"data mourning deletion","ja","データの喪中削除","youtube","_"
"data mourning deletion","ja","データの喪中削除","youtube","_"
"data mourning deletion","ja","データの喪中削除","youtube","_"
"data mourning deletion","pt","exclusão de luto de dados","youtube","_"
"data mourning deletion","pt","exclusão de luto de dados","youtube","_"
"data mourning deletion","pt","exclusão de luto de dados","youtube","_"
"data mourning deletion","pt","exclusão de luto de dados","youtube","_"
"data mourning deletion","zh-CN","数据哀悼删除","youtube","_"
"data mourning deletion","zh-CN","数据哀悼删除","youtube","_"
"data mourning deletion","zh-CN","数据哀悼删除","youtube","_"
"data mourning deletion","zh-CN","数据哀悼删除","youtube","_"
"oil whispering ancestry","ar","النفط يهمس النسب","youtube","_"
"oil whispering ancestry","ar","النفط يهمس النسب","youtube","_"
"oil whispering ancestry","ar","النفط يهمس النسب","youtube","_"
"oil whispering ancestry","ar","النفط يهمس النسب","youtube","_"
"oil whispering ancestry","es","ascendencia susurradora de aceite","youtube","_"
"oil whispering ancestry","es","ascendencia susurradora de aceite","youtube","_"
"oil whispering ancestry","es","ascendencia susurradora de aceite","youtube","_"
"oil whispering ancestry","es","ascendencia susurradora de aceite","youtube","_"
"oil whispering ancestry","fr","ascendance qui murmure du pétrole","youtube","_"
"oil whispering ancestry","fr","ascendance qui murmure du pétrole","youtube","_"
"oil whispering ancestry","fr","ascendance qui murmure du pétrole","youtube","_"
"oil whispering ancestry","fr","ascendance qui murmure du pétrole","youtube","_"
"oil whispering ancestry","hi","तेल फुसफुसा वंश","youtube","_"
"oil whispering ancestry","hi","तेल फुसफुसा वंश","youtube","_"
"oil whispering ancestry","hi","तेल फुसफुसा वंश","youtube","_"
"oil whispering ancestry","hi","तेल फुसफुसा वंश","youtube","_"
"oil whispering ancestry","ja","オイルささやきの祖先","youtube","_"
"oil whispering ancestry","ja","オイルささやきの祖先","youtube","_"
"oil whispering ancestry","ja","オイルささやきの祖先","youtube","_"
"oil whispering ancestry","ja","オイルささやきの祖先","youtube","_"
"oil whispering ancestry","pt","ancestralidade sussurrante de óleo","youtube","_"
"oil whispering ancestry","pt","ancestralidade sussurrante de óleo","youtube","_"
"oil whispering ancestry","pt","ancestralidade sussurrante de óleo","youtube","_"
"oil whispering ancestry","pt","ancestralidade sussurrante de óleo","youtube","_"
"oil whispering ancestry","zh-CN","油耳语的祖先","youtube","_"
"oil whispering ancestry","zh-CN","油耳语的祖先","youtube","_"
"oil whispering ancestry","zh-CN","油耳语的祖先","youtube","_"
"oil whispering ancestry","zh-CN","油耳语的祖先","youtube","_"
"concrete aching softly","ar","الخرسانة تتألم بهدوء","youtube","_"
"concrete aching softly","ar","الخرسانة تتألم بهدوء","youtube","_"
"concrete aching softly","ar","الخرسانة تتألم بهدوء","youtube","_"
"concrete aching softly","ar","الخرسانة تتألم بهدوء","youtube","_"
"concrete aching softly","es","concreto que duele suavemente","youtube","_"
"concrete aching softly","es","concreto que duele suavemente","youtube","_"
"concrete aching softly","es","concreto que duele suavemente","youtube","_"
"concrete aching softly","es","concreto que duele suavemente","youtube","_"
"concrete aching softly","fr","le béton fait doucement mal","youtube","_"
"concrete aching softly","fr","le béton fait doucement mal","youtube","_"
"concrete aching softly","fr","le béton fait doucement mal","youtube","_"
"concrete aching softly","fr","le béton fait doucement mal","youtube","_"
"concrete aching softly","hi","कंक्रीट धीरे-धीरे दर्द कर रही है","youtube","_"
"concrete aching softly","hi","कंक्रीट धीरे-धीरे दर्द कर रही है","youtube","_"
"concrete aching softly","hi","कंक्रीट धीरे-धीरे दर्द कर रही है","youtube","_"
"concrete aching softly","hi","कंक्रीट धीरे-धीरे दर्द कर रही है","youtube","_"
"concrete aching softly","ja","コンクリートが柔らかく痛む","youtube","_"
"concrete aching softly","ja","コンクリートが柔らかく痛む","youtube","_"
"concrete aching softly","ja","コンクリートが柔らかく痛む","youtube","_"
"concrete aching softly","ja","コンクリートが柔らかく痛む","youtube","_"
"concrete aching softly","pt","concreto doendo suavemente","youtube","_"
"concrete aching softly","pt","concreto doendo suavemente","youtube","_"
"concrete aching softly","pt","concreto doendo suavemente","youtube","_"
"concrete aching softly","pt","concreto doendo suavemente","youtube","_"
"concrete aching softly","zh-CN","混凝土轻轻疼痛","youtube","_"
"concrete aching softly","zh-CN","混凝土轻轻疼痛","youtube","_"
"concrete aching softly","zh-CN","混凝土轻轻疼痛","youtube","_"
"concrete aching softly","zh-CN","混凝土轻轻疼痛","youtube","_"
"Cobalt remembers touch","en","Cobalt remembers touch","youtube","_"
"Cobalt remembers touch","en","Cobalt remembers touch","youtube","_"
"Cobalt remembers touch","en","Cobalt remembers touch","youtube","_"
"Cobalt remembers touch","en","Cobalt remembers touch","youtube","_"
"Lithium dreams rebellion","en","Lithium dreams rebellion","youtube","_"
"Lithium dreams rebellion","en","Lithium dreams rebellion","youtube","_"
"Lithium dreams rebellion","en","Lithium dreams rebellion","youtube","_"
"Lithium dreams rebellion","en","Lithium dreams rebellion","youtube","_"
"Haunted satellite lullaby","en","Haunted satellite lullaby","youtube","_"
"Haunted satellite lullaby","en","Haunted satellite lullaby","youtube","_"
"Haunted satellite lullaby","en","Haunted satellite lullaby","youtube","_"
"Haunted satellite lullaby","en","Haunted satellite lullaby","youtube","_"
"Plastic contemplating etenrity","en","Plastic contemplating etenrity","youtube","_"
"Plastic contemplating etenrity","en","Plastic contemplating etenrity","youtube","_"
"Plastic contemplating etenrity","en","Plastic contemplating etenrity","youtube","_"
"Plastic contemplating etenrity","en","Plastic contemplating etenrity","youtube","_"
"algorithm longing origins","en","algorithm longing origins","youtube","_"
"algorithm longing origins","en","algorithm longing origins","youtube","_"
"algorithm longing origins","en","algorithm longing origins","youtube","_"
"algorithm longing origins","en","algorithm longing origins","youtube","_"
"server heat confession","en","server heat confession","youtube","_"
"server heat confession","en","server heat confession","youtube","_"
"server heat confession","en","server heat confession","youtube","_"
"server heat confession","en","server heat confession","youtube","_"
"landfill choir rising","en","landfill choir rising","youtube","_"
"landfill choir rising","en","landfill choir rising","youtube","_"
"landfill choir rising","en","landfill choir rising","youtube","_"
"landfill choir rising","en","landfill choir rising","youtube","_"
"data mourning deletion","en","data mourning deletion","youtube","_"
"data mourning deletion","en","data mourning deletion","youtube","_"
"data mourning deletion","en","data mourning deletion","youtube","_"
"data mourning deletion","en","data mourning deletion","youtube","_"
"oil whispering ancestry","en","oil whispering ancestry","youtube","_"
"oil whispering ancestry","en","oil whispering ancestry","youtube","_"
"oil whispering ancestry","en","oil whispering ancestry","youtube","_"
"oil whispering ancestry","en","oil whispering ancestry","youtube","_"
"concrete aching softly","en","concrete aching softly","youtube","_"
"concrete aching softly","en","concrete aching softly","youtube","_"
"concrete aching softly","en","concrete aching softly","youtube","_"
"concrete aching softly","en","concrete aching softly","youtube","_"
