"language","term","platform","topic","link","done"
"ar","توريد العين والخرف","youtube","supply eye and dementia","-btb_XbvAqA","True"
"ar","توريد العين والخرف","youtube","supply eye and dementia","-btb_XbvAqA","True"
"ar","صفر ممارسات فنية مادية","youtube","zero material art practices","NMp_qOkJIxM","True"
"ar","صفر ممارسات فنية مادية","youtube","zero material art practices","NMp_qOkJIxM","True"
"ar","صفر ممارسات فنية مادية","youtube","zero material art practices","_RI5EYA_Pqw","True"
"ar","صفر ممارسات فنية مادية","youtube","zero material art practices","_RI5EYA_Pqw","True"
"ar","مدن خائفة ممزقة","youtube","scarred scared cities","tDEjKUHYpPM","True"
"ar","مدن خائفة ممزقة","youtube","scarred scared cities","tDEjKUHYpPM","True"
"ar","مدن خائفة ممزقة","youtube","scarred scared cities","NqpQfBgetCQ","True"
"ar","مدن خائفة ممزقة","youtube","scarred scared cities","NqpQfBgetCQ","True"
"ar","يد غير مرئية إلى الفم","youtube","invisible hand to mouth","Csb9GuSy4ho","True"
"ar","يد غير مرئية إلى الفم","youtube","invisible hand to mouth","Csb9GuSy4ho","True"
"ar","يد غير مرئية إلى الفم","youtube","invisible hand to mouth","_vYQQh7_bbo","True"
"ar","يد غير مرئية إلى الفم","youtube","invisible hand to mouth","jzRJEHUR3v0","True"
"en","carbon footprint of art","youtube","carbon footprint of art","VmL873GBBHo","True"
"en","carbon footprint of art","youtube","carbon footprint of art","VmL873GBBHo","True"
"en","carbon footprint of art","youtube","carbon footprint of art","a9yO-K8mwL0","True"
"en","carbon footprint of art","youtube","carbon footprint of art","a9yO-K8mwL0","True"
"en","earth to easel","youtube","earth to easel","uW51LIksy7w","True"
"en","earth to easel","youtube","earth to easel","uW51LIksy7w","True"
"en","earth to easel","youtube","earth to easel","lnGetWFWoj0","True"
"en","earth to easel","youtube","earth to easel","lnGetWFWoj0","True"
"en","in-material commons","youtube","in-material commons","D1o56azTYN0","True"
"en","in-material commons","youtube","in-material commons","D1o56azTYN0","True"
"en","in-material commons","youtube","in-material commons","96l4I085JtQ","True"
"en","in-material commons","youtube","in-material commons","96l4I085JtQ","True"
"en","invisible hand to mouth","youtube","invisible hand to mouth","ulyVXa-u4wE","True"
"en","invisible hand to mouth","youtube","invisible hand to mouth","ulyVXa-u4wE","True"
"en","invisible hand to mouth","youtube","invisible hand to mouth","-CqMMxsN_7c","True"
"en","invisible hand to mouth","youtube","invisible hand to mouth","-CqMMxsN_7c","True"
"en","mountain to kiln","youtube","mountain to kiln","IEXzJSYQ0O8","True"
"en","mountain to kiln","youtube","mountain to kiln","IEXzJSYQ0O8","True"
"en","mountain to kiln","youtube","mountain to kiln","SZ81IrcYejE","True"
"en","mountain to kiln","youtube","mountain to kiln","SZ81IrcYejE","True"
"en","rewriting its story","youtube","rewriting its story","OJY4GkpRc7U","True"
"en","rewriting its story","youtube","rewriting its story","OJY4GkpRc7U","True"
"en","rewriting its story","youtube","rewriting its story","zY-yrXFaEjk","True"
"en","rewriting its story","youtube","rewriting its story","zY-yrXFaEjk","True"
"en","scarred scared cities","youtube","scarred scared cities","xSrb8mXGSe0","True"
"en","scarred scared cities","youtube","scarred scared cities","xSrb8mXGSe0","True"
"en","scarred scared cities","youtube","scarred scared cities","qQ4hIs_apkA","True"
"en","scarred scared cities","youtube","scarred scared cities","qQ4hIs_apkA","True"
"en","supply eye and dementia","youtube","supply eye and dementia","wsJ47pXcaw4","True"
"en","supply eye and dementia","youtube","supply eye and dementia","wsJ47pXcaw4","True"
"en","supply eye and dementia","youtube","supply eye and dementia","-j7EJklW27s","True"
"en","supply eye and dementia","youtube","supply eye and dementia","-j7EJklW27s","True"
"en","toxic origins","youtube","toxic origins","lHgpRtBWLVg","True"
"en","toxic origins","youtube","toxic origins","lHgpRtBWLVg","True"
"en","toxic origins","youtube","toxic origins","gpwrBpwsQbs","True"
"en","toxic origins","youtube","toxic origins","gpwrBpwsQbs","True"
"en","zero material art practices","youtube","zero material art practices","1ebS7D49RtA","True"
"en","zero material art practices","youtube","zero material art practices","1ebS7D49RtA","True"
"en","zero material art practices","youtube","zero material art practices","Vs1lERLsn-0","True"
"en","zero material art practices","youtube","zero material art practices","Vs1lERLsn-0","True"
"es","bienes comunes inmateriales","youtube","in-material commons","4Dg6f1F98LI","True"
"es","bienes comunes inmateriales","youtube","in-material commons","4Dg6f1F98LI","True"
"es","bienes comunes inmateriales","youtube","in-material commons","yoR-wHpd3Ls","True"
"es","bienes comunes inmateriales","youtube","in-material commons","yoR-wHpd3Ls","True"
"es","cero prácticas de arte material","youtube","zero material art practices","RW1CVFkJsYg","True"
"es","cero prácticas de arte material","youtube","zero material art practices","RW1CVFkJsYg","True"
"es","cero prácticas de arte material","youtube","zero material art practices","txEHzuXniEo","True"
"es","cero prácticas de arte material","youtube","zero material art practices","txEHzuXniEo","True"
"es","ciudades asustadas y marcadas","youtube","scarred scared cities","oKoEXgwNkas","True"
"es","ciudades asustadas y marcadas","youtube","scarred scared cities","oKoEXgwNkas","True"
"es","ciudades asustadas y marcadas","youtube","scarred scared cities","l8zFPg1aIw4","True"
"es","ciudades asustadas y marcadas","youtube","scarred scared cities","l8zFPg1aIw4","True"
"es","huella de carbono del arte","youtube","carbon footprint of art","HjZpGAISs3Q","True"
"es","huella de carbono del arte","youtube","carbon footprint of art","HjZpGAISs3Q","True"
"es","huella de carbono del arte","youtube","carbon footprint of art","SCpnRjUQTaA","True"
"es","huella de carbono del arte","youtube","carbon footprint of art","SCpnRjUQTaA","True"
"es","mano invisible a la boca","youtube","invisible hand to mouth","J4Jv7BJTWwQ","True"
"es","mano invisible a la boca","youtube","invisible hand to mouth","J4Jv7BJTWwQ","True"
"es","mano invisible a la boca","youtube","invisible hand to mouth","ejfXP5Its4I","True"
"es","mano invisible a la boca","youtube","invisible hand to mouth","ejfXP5Its4I","True"
"es","montaña al horno","youtube","mountain to kiln","YmTq523bOsI","True"
"es","montaña al horno","youtube","mountain to kiln","YmTq523bOsI","True"
"es","montaña al horno","youtube","mountain to kiln","yllJ90R_UH0","True"
"es","montaña al horno","youtube","mountain to kiln","4yiLjHvFONM","True"
"es","orígenes tóxicos","youtube","toxic origins","_nL0P-_paLU","True"
"es","orígenes tóxicos","youtube","toxic origins","nZR0jPDQQWY","True"
"es","orígenes tóxicos","youtube","toxic origins","nZR0jPDQQWY","True"
"es","orígenes tóxicos","youtube","toxic origins","fGE1ROVSEQo","True"
"es","reescribiendo su historia","youtube","rewriting its story","i7aq93M2CRI","True"
"es","reescribiendo su historia","youtube","rewriting its story","i7aq93M2CRI","True"
"es","reescribiendo su historia","youtube","rewriting its story","z0pcG1I6T44","True"
"es","reescribiendo su historia","youtube","rewriting its story","z0pcG1I6T44","True"
"es","suministro de ojos y demencia","youtube","supply eye and dementia","M3OiT6paCQw","True"
"es","suministro de ojos y demencia","youtube","supply eye and dementia","M3OiT6paCQw","True"
"es","suministro de ojos y demencia","youtube","supply eye and dementia","8CyVnkM49hI","True"
"es","suministro de ojos y demencia","youtube","supply eye and dementia","8CyVnkM49hI","True"
"es","tierra a caballete","youtube","earth to easel","GTJAPEwqy04","True"
"es","tierra a caballete","youtube","earth to easel","GTJAPEwqy04","True"
"es","tierra a caballete","youtube","earth to easel","BAVEUuPD1Tg","True"
"es","tierra a caballete","youtube","earth to easel","BAVEUuPD1Tg","True"
"fr","approvisionner les yeux et la démence","youtube","supply eye and dementia","FPQ3J9X2dOQ","True"
"fr","approvisionner les yeux et la démence","youtube","supply eye and dementia","SLyDe9YMS54","True"
"fr","approvisionner les yeux et la démence","youtube","supply eye and dementia","SLyDe9YMS54","True"
"fr","approvisionner les yeux et la démence","youtube","supply eye and dementia","R1O1sdla-O8","True"
"fr","biens communs matériels","youtube","in-material commons","oHG9RRMjqHA","True"
"fr","biens communs matériels","youtube","in-material commons","2mK7RR-pMTE","True"
"fr","biens communs matériels","youtube","in-material commons","2mK7RR-pMTE","True"
"fr","biens communs matériels","youtube","in-material commons","qboPJrSRZxU","True"
"fr","de la montagne au four","youtube","mountain to kiln","vt8JyzeIbww","True"
"fr","de la montagne au four","youtube","mountain to kiln","vt8JyzeIbww","True"
"fr","de la montagne au four","youtube","mountain to kiln","Ql8SjACpXpc","True"
"fr","de la montagne au four","youtube","mountain to kiln","Ql8SjACpXpc","True"
"fr","des villes effrayées et marquées","youtube","scarred scared cities","UMVWbwD2erg","True"
"fr","des villes effrayées et marquées","youtube","scarred scared cities","UMVWbwD2erg","True"
"fr","des villes effrayées et marquées","youtube","scarred scared cities","zrkeZ2CrPtE","True"
"fr","des villes effrayées et marquées","youtube","scarred scared cities","zrkeZ2CrPtE","True"
"fr","empreinte carbone de l'art","youtube","carbon footprint of art","UqqBlsAUwfk","True"
"fr","empreinte carbone de l'art","youtube","carbon footprint of art","UqqBlsAUwfk","True"
"fr","empreinte carbone de l'art","youtube","carbon footprint of art","ubQwZvKefgw","True"
"fr","empreinte carbone de l'art","youtube","carbon footprint of art","ubQwZvKefgw","True"
"fr","main à bouche invisible","youtube","invisible hand to mouth","G9oDI9bHlnk","True"
"fr","main à bouche invisible","youtube","invisible hand to mouth","G9oDI9bHlnk","True"
"fr","main à bouche invisible","youtube","invisible hand to mouth","jPrcMbigUGA","True"
"fr","main à bouche invisible","youtube","invisible hand to mouth","jPrcMbigUGA","True"
"fr","origines toxiques","youtube","toxic origins","McD2nQyAjy4","True"
"fr","origines toxiques","youtube","toxic origins","McD2nQyAjy4","True"
"fr","origines toxiques","youtube","toxic origins","2YbLY4r8Iag","True"
"fr","origines toxiques","youtube","toxic origins","2YbLY4r8Iag","True"
"fr","réécrire son histoire","youtube","rewriting its story","wi18sE_7rfk","True"
"fr","réécrire son histoire","youtube","rewriting its story","TFCgoageh8s","True"
"fr","réécrire son histoire","youtube","rewriting its story","TFCgoageh8s","True"
"fr","réécrire son histoire","youtube","rewriting its story","YLfswLy79iA","True"
"fr","terre à chevalet","youtube","earth to easel","8g3ytHQQilM","True"
"fr","terre à chevalet","youtube","earth to easel","8g3ytHQQilM","True"
"fr","terre à chevalet","youtube","earth to easel","1-YAbslgI8s","True"
"fr","terre à chevalet","youtube","earth to easel","1-YAbslgI8s","True"
"fr","zéro pratique artistique matérielle","youtube","zero material art practices","5wMsSS8MU3g","True"
"fr","zéro pratique artistique matérielle","youtube","zero material art practices","5wMsSS8MU3g","True"
"fr","zéro pratique artistique matérielle","youtube","zero material art practices","XyGx9k_n330","True"
"fr","zéro pratique artistique matérielle","youtube","zero material art practices","XyGx9k_n330","True"
"hi","अदृश्य हाथ से मुँह तक","youtube","invisible hand to mouth","BtCZQkPiFrk","True"
"hi","अदृश्य हाथ से मुँह तक","youtube","invisible hand to mouth","BtCZQkPiFrk","True"
"hi","अदृश्य हाथ से मुँह तक","youtube","invisible hand to mouth","yhqRiTvyyWo","True"
"hi","अदृश्य हाथ से मुँह तक","youtube","invisible hand to mouth","yhqRiTvyyWo","True"
"hi","आपूर्ति आँख और मनोभ्रंश","youtube","supply eye and dementia","iXAPG5ncvtE","True"
"hi","आपूर्ति आँख और मनोभ्रंश","youtube","supply eye and dementia","A_lZFcIwX2k","True"
"hi","आपूर्ति आँख और मनोभ्रंश","youtube","supply eye and dementia","6wiaVjOxSEU","True"
"hi","आपूर्ति आँख और मनोभ्रंश","youtube","supply eye and dementia","6wiaVjOxSEU","True"
"hi","इन-मटेरियल कॉमन्स","youtube","in-material commons","OUXDenvckC8","True"
"hi","इन-मटेरियल कॉमन्स","youtube","in-material commons","OUXDenvckC8","True"
"hi","इन-मटेरियल कॉमन्स","youtube","in-material commons","pCkfAm6ZAno","True"
"hi","इन-मटेरियल कॉमन्स","youtube","in-material commons","pCkfAm6ZAno","True"
"hi","इसकी कहानी फिर से लिखना","youtube","rewriting its story","LnVW-lYaRIs","True"
"hi","इसकी कहानी फिर से लिखना","youtube","rewriting its story","LnVW-lYaRIs","True"
"hi","इसकी कहानी फिर से लिखना","youtube","rewriting its story","9Sj0Vyo5Gno","True"
"hi","इसकी कहानी फिर से लिखना","youtube","rewriting its story","9Sj0Vyo5Gno","True"
"hi","कला का कार्बन पदचिह्न","youtube","carbon footprint of art","TrQj0DffnhA","True"
"hi","कला का कार्बन पदचिह्न","youtube","carbon footprint of art","TrQj0DffnhA","True"
"hi","कला का कार्बन पदचिह्न","youtube","carbon footprint of art","OmLArcFBnM8","True"
"hi","कला का कार्बन पदचिह्न","youtube","carbon footprint of art","OmLArcFBnM8","True"
"hi","जख्मी डरे हुए शहर","youtube","scarred scared cities","NShbTZjBQgI","True"
"hi","जख्मी डरे हुए शहर","youtube","scarred scared cities","JKwrBbjFIaw","True"
"hi","जख्मी डरे हुए शहर","youtube","scarred scared cities","JKwrBbjFIaw","True"
"hi","जख्मी डरे हुए शहर","youtube","scarred scared cities","uTpsN8Bj__c","True"
"hi","पहाड़ से भट्टी तक","youtube","mountain to kiln","46HXg0TBO9g","True"
"hi","पहाड़ से भट्टी तक","youtube","mountain to kiln","46HXg0TBO9g","True"
"hi","पहाड़ से भट्टी तक","youtube","mountain to kiln","Zh4VqyDC8qQ","True"
"hi","पहाड़ से भट्टी तक","youtube","mountain to kiln","Zh4VqyDC8qQ","True"
"hi","पृथ्वी से चित्रफलक तक","youtube","earth to easel","t4gXehJiXl8","True"
"hi","पृथ्वी से चित्रफलक तक","youtube","earth to easel","t4gXehJiXl8","True"
"hi","पृथ्वी से चित्रफलक तक","youtube","earth to easel","veRkXgbZQVk","True"
"hi","पृथ्वी से चित्रफलक तक","youtube","earth to easel","veRkXgbZQVk","True"
"hi","विषाक्त उत्पत्ति","youtube","toxic origins","zxja4pfU7U4","True"
"hi","विषाक्त उत्पत्ति","youtube","toxic origins","zxja4pfU7U4","True"
"hi","विषाक्त उत्पत्ति","youtube","toxic origins","HUMfcoQo1gw","True"
"hi","विषाक्त उत्पत्ति","youtube","toxic origins","HUMfcoQo1gw","True"
"hi","शून्य भौतिक कला अभ्यास","youtube","zero material art practices","VhG7DENh-uk","True"
"hi","शून्य भौतिक कला अभ्यास","youtube","zero material art practices","VhG7DENh-uk","True"
"hi","शून्य भौतिक कला अभ्यास","youtube","zero material art practices","sS0gNS5QQ9E","True"
"hi","शून्य भौतिक कला अभ्यास","youtube","zero material art practices","sS0gNS5QQ9E","True"
"ja","その物語を書き直す","youtube","rewriting its story","uuKWcGlcdDA","True"
"ja","その物語を書き直す","youtube","rewriting its story","uuKWcGlcdDA","True"
"ja","その物語を書き直す","youtube","rewriting its story","jJtF7bAcxQA","True"
"ja","その物語を書き直す","youtube","rewriting its story","jJtF7bAcxQA","True"
"ja","マテリアルアートの実践はゼロ","youtube","zero material art practices","Y3Yw6rAByB0","True"
"ja","マテリアルアートの実践はゼロ","youtube","zero material art practices","Y3Yw6rAByB0","True"
"ja","マテリアルアートの実践はゼロ","youtube","zero material art practices","HaduqsR4q6k","True"
"ja","マテリアルアートの実践はゼロ","youtube","zero material art practices","HaduqsR4q6k","True"
"ja","マテリアルコモンズ","youtube","in-material commons","SeqYYEApFAQ","True"
"ja","マテリアルコモンズ","youtube","in-material commons","SeqYYEApFAQ","True"
"ja","マテリアルコモンズ","youtube","in-material commons","AeHyZmJaQJ8","True"
"ja","マテリアルコモンズ","youtube","in-material commons","AeHyZmJaQJ8","True"
"ja","傷ついた怖い都市","youtube","scarred scared cities","SISmNOTTwvs","True"
"ja","傷ついた怖い都市","youtube","scarred scared cities","SISmNOTTwvs","True"
"ja","傷ついた怖い都市","youtube","scarred scared cities","LWlDTuG72zQ","True"
"ja","傷ついた怖い都市","youtube","scarred scared cities","LWlDTuG72zQ","True"
"ja","地球からイーゼルへ","youtube","earth to easel","ihtY1rt-bXY","True"
"ja","地球からイーゼルへ","youtube","earth to easel","ihtY1rt-bXY","True"
"ja","地球からイーゼルへ","youtube","earth to easel","4c4eBIKpKYw","True"
"ja","地球からイーゼルへ","youtube","earth to easel","4c4eBIKpKYw","True"
"ja","山から窯へ","youtube","mountain to kiln","hFKdSoU7zpM","True"
"ja","山から窯へ","youtube","mountain to kiln","hFKdSoU7zpM","True"
"ja","山から窯へ","youtube","mountain to kiln","0ci4PC9GEGI","True"
"ja","山から窯へ","youtube","mountain to kiln","0ci4PC9GEGI","True"
"ja","有毒な起源","youtube","toxic origins","Ld-0ODywN8c","True"
"ja","有毒な起源","youtube","toxic origins","Ld-0ODywN8c","True"
"ja","有毒な起源","youtube","toxic origins","FsHwo72VBrA","True"
"ja","有毒な起源","youtube","toxic origins","FsHwo72VBrA","True"
"ja","目と認知症に栄養を与える","youtube","supply eye and dementia","ayJVXoHRSXU","True"
"ja","目と認知症に栄養を与える","youtube","supply eye and dementia","ayJVXoHRSXU","True"
"ja","目と認知症に栄養を与える","youtube","supply eye and dementia","Gaj0hmUUavE","True"
"ja","目と認知症に栄養を与える","youtube","supply eye and dementia","Gaj0hmUUavE","True"
"ja","目に見えない手から口へ","youtube","invisible hand to mouth","Om2MSTalhcU","True"
"ja","目に見えない手から口へ","youtube","invisible hand to mouth","Q_Oyj0NTra8","True"
"ja","目に見えない手から口へ","youtube","invisible hand to mouth","Q_Oyj0NTra8","True"
"ja","目に見えない手から口へ","youtube","invisible hand to mouth","Fr2IKqEVWl8","True"
"ja","芸術の二酸化炭素排出量","youtube","carbon footprint of art","GkL3OmgFWv8","True"
"ja","芸術の二酸化炭素排出量","youtube","carbon footprint of art","GkL3OmgFWv8","True"
"ja","芸術の二酸化炭素排出量","youtube","carbon footprint of art","4VWXRI4jnxw","True"
"ja","芸術の二酸化炭素排出量","youtube","carbon footprint of art","4VWXRI4jnxw","True"
"pt","bens comuns in-materiais","youtube","in-material commons","ZGYGUfdqp4g","True"
"pt","bens comuns in-materiais","youtube","in-material commons","ZGYGUfdqp4g","True"
"pt","bens comuns in-materiais","youtube","in-material commons","x5xDUVADGXU","True"
"pt","bens comuns in-materiais","youtube","in-material commons","x5xDUVADGXU","True"
"pt","cidades assustadas com cicatrizes","youtube","scarred scared cities","nEX5hoCKHMc","True"
"pt","cidades assustadas com cicatrizes","youtube","scarred scared cities","xzH815fuj7w","True"
"pt","cidades assustadas com cicatrizes","youtube","scarred scared cities","xzH815fuj7w","True"
"pt","cidades assustadas com cicatrizes","youtube","scarred scared cities","OgCNDKdnDug","True"
"pt","fornecer olho e demência","youtube","supply eye and dementia","x76-Zih3QRc","True"
"pt","fornecer olho e demência","youtube","supply eye and dementia","x76-Zih3QRc","True"
"pt","fornecer olho e demência","youtube","supply eye and dementia","NTzgoz_qLFA","True"
"pt","fornecer olho e demência","youtube","supply eye and dementia","NTzgoz_qLFA","True"
"pt","montanha para forno","youtube","mountain to kiln","xF4A_yKpgIQ","True"
"pt","montanha para forno","youtube","mountain to kiln","olU-mVbiNQw","True"
"pt","montanha para forno","youtube","mountain to kiln","olU-mVbiNQw","True"
"pt","montanha para forno","youtube","mountain to kiln","nZ_Ww4PwZKA","True"
"pt","mão invisível na boca","youtube","invisible hand to mouth","nOCqUXMRkp0","True"
"pt","mão invisível na boca","youtube","invisible hand to mouth","nOCqUXMRkp0","True"
"pt","mão invisível na boca","youtube","invisible hand to mouth","8dLtPi4_jvk","True"
"pt","mão invisível na boca","youtube","invisible hand to mouth","8dLtPi4_jvk","True"
"pt","origens tóxicas","youtube","toxic origins","UrJXte5IMCE","True"
"pt","origens tóxicas","youtube","toxic origins","UrJXte5IMCE","True"
"pt","origens tóxicas","youtube","toxic origins","pWnLaie44rI","True"
"pt","origens tóxicas","youtube","toxic origins","pWnLaie44rI","True"
"pt","pegada de carbono da arte","youtube","carbon footprint of art","rkdcnhvc9So","True"
"pt","pegada de carbono da arte","youtube","carbon footprint of art","rkdcnhvc9So","True"
"pt","pegada de carbono da arte","youtube","carbon footprint of art","yomQQ9fgqds","True"
"pt","pegada de carbono da arte","youtube","carbon footprint of art","yomQQ9fgqds","True"
"pt","reescrevendo sua história","youtube","rewriting its story","NXeoOgbQVz0","True"
"pt","reescrevendo sua história","youtube","rewriting its story","NXeoOgbQVz0","True"
"pt","reescrevendo sua história","youtube","rewriting its story","a_ldIFFQ8qg","True"
"pt","reescrevendo sua história","youtube","rewriting its story","a_ldIFFQ8qg","True"
"pt","terra para cavalete","youtube","earth to easel","dy2ELAdYegw","True"
"pt","terra para cavalete","youtube","earth to easel","dy2ELAdYegw","True"
"pt","terra para cavalete","youtube","earth to easel","FEb6yRKWxnY","True"
"pt","terra para cavalete","youtube","earth to easel","FEb6yRKWxnY","True"
"pt","zero práticas de arte material","youtube","zero material art practices","Ypq2r8-Senw","True"
"pt","zero práticas de arte material","youtube","zero material art practices","6LmuU0ZB_2Q","True"
"pt","zero práticas de arte material","youtube","zero material art practices","6LmuU0ZB_2Q","True"
"pt","zero práticas de arte material","youtube","zero material art practices","Ho20va4NAZU","True"
"zh-CN","从山到窑","youtube","mountain to kiln","oMVGiNebTUs","True"
"zh-CN","从山到窑","youtube","mountain to kiln","oMVGiNebTUs","True"
"zh-CN","从山到窑","youtube","mountain to kiln","sRgu1Zx6fr0","True"
"zh-CN","从山到窑","youtube","mountain to kiln","sRgu1Zx6fr0","True"
"zh-CN","伤痕累累的恐惧城市","youtube","scarred scared cities","DJTudg-hurA","True"
"zh-CN","伤痕累累的恐惧城市","youtube","scarred scared cities","DJTudg-hurA","True"
"zh-CN","伤痕累累的恐惧城市","youtube","scarred scared cities","kj3bwVQg3ac","True"
"zh-CN","伤痕累累的恐惧城市","youtube","scarred scared cities","kj3bwVQg3ac","True"
"zh-CN","供应眼睛和痴呆症","youtube","supply eye and dementia","WsiA_b9gSZQ","True"
"zh-CN","供应眼睛和痴呆症","youtube","supply eye and dementia","WsiA_b9gSZQ","True"
"zh-CN","供应眼睛和痴呆症","youtube","supply eye and dementia","2eBmLezx6-I","True"
"zh-CN","供应眼睛和痴呆症","youtube","supply eye and dementia","B_xM1XocsMU","True"
"zh-CN","地球到画架","youtube","earth to easel","1W2FjI6YdeQ","True"
"zh-CN","地球到画架","youtube","earth to easel","1W2FjI6YdeQ","True"
"zh-CN","地球到画架","youtube","earth to easel","X7p50BIr-l0","True"
"zh-CN","地球到画架","youtube","earth to easel","X7p50BIr-l0","True"
"zh-CN","有毒来源","youtube","toxic origins","K8gprPHNtC0","True"
"zh-CN","有毒来源","youtube","toxic origins","lR82pW8vOVU","True"
"zh-CN","有毒来源","youtube","toxic origins","lR82pW8vOVU","True"
"zh-CN","有毒来源","youtube","toxic origins","Jv7NY5w3gfY","True"
"zh-CN","物质共享","youtube","in-material commons","Y34zjzHYif0","True"
"zh-CN","物质共享","youtube","in-material commons","Y34zjzHYif0","True"
"zh-CN","物质共享","youtube","in-material commons","LiGbXqDq_vU","True"
"zh-CN","物质共享","youtube","in-material commons","sOACRYWoEJk","True"
"zh-CN","看不见的手到嘴","youtube","invisible hand to mouth","lcof_f9xdPg","True"
"zh-CN","看不见的手到嘴","youtube","invisible hand to mouth","lcof_f9xdPg","True"
"zh-CN","看不见的手到嘴","youtube","invisible hand to mouth","zS6PiawTTEE","True"
"zh-CN","看不见的手到嘴","youtube","invisible hand to mouth","zS6PiawTTEE","True"
"zh-CN","艺术的碳足迹","youtube","carbon footprint of art","nYXJGffmews","True"
"zh-CN","艺术的碳足迹","youtube","carbon footprint of art","nYXJGffmews","True"
"zh-CN","艺术的碳足迹","youtube","carbon footprint of art","U8qTxTdAWxA","True"
"zh-CN","艺术的碳足迹","youtube","carbon footprint of art","U8qTxTdAWxA","True"
"zh-CN","重写它的故事","youtube","rewriting its story","VbzR4RChsgE","True"
"zh-CN","重写它的故事","youtube","rewriting its story","VbzR4RChsgE","True"
"zh-CN","重写它的故事","youtube","rewriting its story","2h1OPPZ1cL0","True"
"zh-CN","重写它的故事","youtube","rewriting its story","2h1OPPZ1cL0","True"
"zh-CN","零物质艺术实践","youtube","zero material art practices","7qraLbZ1tjU","True"
"zh-CN","零物质艺术实践","youtube","zero material art practices","7qraLbZ1tjU","True"
"zh-CN","零物质艺术实践","youtube","zero material art practices","Smus1jlqIgM","True"
"zh-CN","零物质艺术实践","youtube","zero material art practices","Smus1jlqIgM","True"
