"topic","language","term","platform","link"
"supply eye and dementia","ar","توريد العين والخرف","youtube","_"
"supply eye and dementia","ar","توريد العين والخرف","youtube","_"
"supply eye and dementia","es","suministro de ojos y demencia","youtube","_"
"supply eye and dementia","es","suministro de ojos y demencia","youtube","_"
"supply eye and dementia","es","suministro de ojos y demencia","youtube","_"
"supply eye and dementia","es","suministro de ojos y demencia","youtube","_"
"supply eye and dementia","fr","approvisionner les yeux et la démence","youtube","_"
"supply eye and dementia","fr","approvisionner les yeux et la démence","youtube","_"
"supply eye and dementia","fr","approvisionner les yeux et la démence","youtube","_"
"supply eye and dementia","fr","approvisionner les yeux et la démence","youtube","_"
"supply eye and dementia","hi","आपूर्ति आँख और मनोभ्रंश","youtube","_"
"supply eye and dementia","hi","आपूर्ति आँख और मनोभ्रंश","youtube","_"
"supply eye and dementia","hi","आपूर्ति आँख और मनोभ्रंश","youtube","_"
"supply eye and dementia","hi","आपूर्ति आँख और मनोभ्रंश","youtube","_"
"supply eye and dementia","ja","目と認知症に栄養を与える","youtube","_"
"supply eye and dementia","ja","目と認知症に栄養を与える","youtube","_"
"supply eye and dementia","ja","目と認知症に栄養を与える","youtube","_"
"supply eye and dementia","ja","目と認知症に栄養を与える","youtube","_"
"supply eye and dementia","pt","fornecer olho e demência","youtube","_"
"supply eye and dementia","pt","fornecer olho e demência","youtube","_"
"supply eye and dementia","pt","fornecer olho e demência","youtube","_"
"supply eye and dementia","pt","fornecer olho e demência","youtube","_"
"supply eye and dementia","zh-CN","供应眼睛和痴呆症","youtube","_"
"supply eye and dementia","zh-CN","供应眼睛和痴呆症","youtube","_"
"supply eye and dementia","zh-CN","供应眼睛和痴呆症","youtube","_"
"supply eye and dementia","zh-CN","供应眼睛和痴呆症","youtube","_"
"scarred scared cities","ar","مدن خائفة ممزقة","youtube","_"
"scarred scared cities","ar","مدن خائفة ممزقة","youtube","_"
"scarred scared cities","ar","مدن خائفة ممزقة","youtube","_"
"scarred scared cities","ar","مدن خائفة ممزقة","youtube","_"
"scarred scared cities","es","ciudades asustadas y marcadas","youtube","_"
"scarred scared cities","es","ciudades asustadas y marcadas","youtube","_"
"scarred scared cities","es","ciudades asustadas y marcadas","youtube","_"
"scarred scared cities","es","ciudades asustadas y marcadas","youtube","_"
"scarred scared cities","fr","des villes effrayées et marquées","youtube","_"
"scarred scared cities","fr","des villes effrayées et marquées","youtube","_"
"scarred scared cities","fr","des villes effrayées et marquées","youtube","_"
"scarred scared cities","fr","des villes effrayées et marquées","youtube","_"
"scarred scared cities","hi","जख्मी डरे हुए शहर","youtube","_"
"scarred scared cities","hi","जख्मी डरे हुए शहर","youtube","_"
"scarred scared cities","hi","जख्मी डरे हुए शहर","youtube","_"
"scarred scared cities","hi","जख्मी डरे हुए शहर","youtube","_"
"scarred scared cities","ja","傷ついた怖い都市","youtube","_"
"scarred scared cities","ja","傷ついた怖い都市","youtube","_"
"scarred scared cities","ja","傷ついた怖い都市","youtube","_"
"scarred scared cities","ja","傷ついた怖い都市","youtube","_"
"scarred scared cities","pt","cidades assustadas com cicatrizes","youtube","_"
"scarred scared cities","pt","cidades assustadas com cicatrizes","youtube","_"
"scarred scared cities","pt","cidades assustadas com cicatrizes","youtube","_"
"scarred scared cities","pt","cidades assustadas com cicatrizes","youtube","_"
"scarred scared cities","zh-CN","伤痕累累的恐惧城市","youtube","_"
"scarred scared cities","zh-CN","伤痕累累的恐惧城市","youtube","_"
"scarred scared cities","zh-CN","伤痕累累的恐惧城市","youtube","_"
"scarred scared cities","zh-CN","伤痕累累的恐惧城市","youtube","_"
"earth to easel","ar","الأرض إلى الحامل","youtube","_"
"earth to easel","ar","الأرض إلى الحامل","youtube","_"
"earth to easel","ar","الأرض إلى الحامل","youtube","_"
"earth to easel","ar","الأرض إلى الحامل","youtube","_"
"earth to easel","es","tierra a caballete","youtube","_"
"earth to easel","es","tierra a caballete","youtube","_"
"earth to easel","es","tierra a caballete","youtube","_"
"earth to easel","es","tierra a caballete","youtube","_"
"earth to easel","fr","terre à chevalet","youtube","_"
"earth to easel","fr","terre à chevalet","youtube","_"
"earth to easel","fr","terre à chevalet","youtube","_"
"earth to easel","fr","terre à chevalet","youtube","_"
"earth to easel","hi","पृथ्वी से चित्रफलक तक","youtube","_"
"earth to easel","hi","पृथ्वी से चित्रफलक तक","youtube","_"
"earth to easel","hi","पृथ्वी से चित्रफलक तक","youtube","_"
"earth to easel","hi","पृथ्वी से चित्रफलक तक","youtube","_"
"earth to easel","ja","地球からイーゼルへ","youtube","_"
"earth to easel","ja","地球からイーゼルへ","youtube","_"
"earth to easel","ja","地球からイーゼルへ","youtube","_"
"earth to easel","ja","地球からイーゼルへ","youtube","_"
"earth to easel","pt","terra para cavalete","youtube","_"
"earth to easel","pt","terra para cavalete","youtube","_"
"earth to easel","pt","terra para cavalete","youtube","_"
"earth to easel","pt","terra para cavalete","youtube","_"
"earth to easel","zh-CN","地球到画架","youtube","_"
"earth to easel","zh-CN","地球到画架","youtube","_"
"earth to easel","zh-CN","地球到画架","youtube","_"
"earth to easel","zh-CN","地球到画架","youtube","_"
"carbon footprint of art","ar","البصمة الكربونية للفن","youtube","_"
"carbon footprint of art","ar","البصمة الكربونية للفن","youtube","_"
"carbon footprint of art","ar","البصمة الكربونية للفن","youtube","_"
"carbon footprint of art","ar","البصمة الكربونية للفن","youtube","_"
"carbon footprint of art","es","huella de carbono del arte","youtube","_"
"carbon footprint of art","es","huella de carbono del arte","youtube","_"
"carbon footprint of art","es","huella de carbono del arte","youtube","_"
"carbon footprint of art","es","huella de carbono del arte","youtube","_"
"carbon footprint of art","fr","empreinte carbone de l'art","youtube","_"
"carbon footprint of art","fr","empreinte carbone de l'art","youtube","_"
"carbon footprint of art","fr","empreinte carbone de l'art","youtube","_"
"carbon footprint of art","fr","empreinte carbone de l'art","youtube","_"
"carbon footprint of art","hi","कला का कार्बन पदचिह्न","youtube","_"
"carbon footprint of art","hi","कला का कार्बन पदचिह्न","youtube","_"
"carbon footprint of art","hi","कला का कार्बन पदचिह्न","youtube","_"
"carbon footprint of art","hi","कला का कार्बन पदचिह्न","youtube","_"
"carbon footprint of art","ja","芸術の二酸化炭素排出量","youtube","_"
"carbon footprint of art","ja","芸術の二酸化炭素排出量","youtube","_"
"carbon footprint of art","ja","芸術の二酸化炭素排出量","youtube","_"
"carbon footprint of art","ja","芸術の二酸化炭素排出量","youtube","_"
"carbon footprint of art","pt","pegada de carbono da arte","youtube","_"
"carbon footprint of art","pt","pegada de carbono da arte","youtube","_"
"carbon footprint of art","pt","pegada de carbono da arte","youtube","_"
"carbon footprint of art","pt","pegada de carbono da arte","youtube","_"
"carbon footprint of art","zh-CN","艺术的碳足迹","youtube","_"
"carbon footprint of art","zh-CN","艺术的碳足迹","youtube","_"
"carbon footprint of art","zh-CN","艺术的碳足迹","youtube","_"
"carbon footprint of art","zh-CN","艺术的碳足迹","youtube","_"
"toxic origins","ar","أصول سامة","youtube","_"
"toxic origins","ar","أصول سامة","youtube","_"
"toxic origins","ar","أصول سامة","youtube","_"
"toxic origins","ar","أصول سامة","youtube","_"
"toxic origins","es","orígenes tóxicos","youtube","_"
"toxic origins","es","orígenes tóxicos","youtube","_"
"toxic origins","es","orígenes tóxicos","youtube","_"
"toxic origins","es","orígenes tóxicos","youtube","_"
"toxic origins","fr","origines toxiques","youtube","_"
"toxic origins","fr","origines toxiques","youtube","_"
"toxic origins","fr","origines toxiques","youtube","_"
"toxic origins","fr","origines toxiques","youtube","_"
"toxic origins","hi","विषाक्त उत्पत्ति","youtube","_"
"toxic origins","hi","विषाक्त उत्पत्ति","youtube","_"
"toxic origins","hi","विषाक्त उत्पत्ति","youtube","_"
"toxic origins","hi","विषाक्त उत्पत्ति","youtube","_"
"toxic origins","ja","有毒な起源","youtube","_"
"toxic origins","ja","有毒な起源","youtube","_"
"toxic origins","ja","有毒な起源","youtube","_"
"toxic origins","ja","有毒な起源","youtube","_"
"toxic origins","pt","origens tóxicas","youtube","_"
"toxic origins","pt","origens tóxicas","youtube","_"
"toxic origins","pt","origens tóxicas","youtube","_"
"toxic origins","pt","origens tóxicas","youtube","_"
"toxic origins","zh-CN","有毒来源","youtube","_"
"toxic origins","zh-CN","有毒来源","youtube","_"
"toxic origins","zh-CN","有毒来源","youtube","_"
"toxic origins","zh-CN","有毒来源","youtube","_"
"mountain to kiln","ar","الجبل إلى الفرن","youtube","_"
"mountain to kiln","ar","الجبل إلى الفرن","youtube","_"
"mountain to kiln","ar","الجبل إلى الفرن","youtube","_"
"mountain to kiln","ar","الجبل إلى الفرن","youtube","_"
"mountain to kiln","es","montaña al horno","youtube","_"
"mountain to kiln","es","montaña al horno","youtube","_"
"mountain to kiln","es","montaña al horno","youtube","_"
"mountain to kiln","es","montaña al horno","youtube","_"
"mountain to kiln","fr","de la montagne au four","youtube","_"
"mountain to kiln","fr","de la montagne au four","youtube","_"
"mountain to kiln","fr","de la montagne au four","youtube","_"
"mountain to kiln","fr","de la montagne au four","youtube","_"
"mountain to kiln","hi","पहाड़ से भट्टी तक","youtube","_"
"mountain to kiln","hi","पहाड़ से भट्टी तक","youtube","_"
"mountain to kiln","hi","पहाड़ से भट्टी तक","youtube","_"
"mountain to kiln","hi","पहाड़ से भट्टी तक","youtube","_"
"mountain to kiln","ja","山から窯へ","youtube","_"
"mountain to kiln","ja","山から窯へ","youtube","_"
"mountain to kiln","ja","山から窯へ","youtube","_"
"mountain to kiln","ja","山から窯へ","youtube","_"
"mountain to kiln","pt","montanha para forno","youtube","_"
"mountain to kiln","pt","montanha para forno","youtube","_"
"mountain to kiln","pt","montanha para forno","youtube","_"
"mountain to kiln","pt","montanha para forno","youtube","_"
"mountain to kiln","zh-CN","从山到窑","youtube","_"
"mountain to kiln","zh-CN","从山到窑","youtube","_"
"mountain to kiln","zh-CN","从山到窑","youtube","_"
"mountain to kiln","zh-CN","从山到窑","youtube","_"
"zero material art practices","en","zero material art practices","youtube","_"
"zero material art practices","en","zero material art practices","youtube","_"
"zero material art practices","en","zero material art practices","youtube","_"
"zero material art practices","en","zero material art practices","youtube","_"
"rewriting its story","en","rewriting its story","youtube","_"
"rewriting its story","en","rewriting its story","youtube","_"
"rewriting its story","en","rewriting its story","youtube","_"
"rewriting its story","en","rewriting its story","youtube","_"
"in-material commons","en","in-material commons","youtube","_"
"in-material commons","en","in-material commons","youtube","_"
"in-material commons","en","in-material commons","youtube","_"
"in-material commons","en","in-material commons","youtube","_"
"invisible hand to mouth","en","invisible hand to mouth","youtube","_"
"invisible hand to mouth","en","invisible hand to mouth","youtube","_"
"invisible hand to mouth","en","invisible hand to mouth","youtube","_"
"invisible hand to mouth","en","invisible hand to mouth","youtube","_"
"supply eye and dementia","en","supply eye and dementia","youtube","_"
"supply eye and dementia","en","supply eye and dementia","youtube","_"
"supply eye and dementia","en","supply eye and dementia","youtube","_"
"supply eye and dementia","en","supply eye and dementia","youtube","_"
"scarred scared cities","en","scarred scared cities","youtube","_"
"scarred scared cities","en","scarred scared cities","youtube","_"
"scarred scared cities","en","scarred scared cities","youtube","_"
"scarred scared cities","en","scarred scared cities","youtube","_"
"earth to easel","en","earth to easel","youtube","_"
"earth to easel","en","earth to easel","youtube","_"
"earth to easel","en","earth to easel","youtube","_"
"earth to easel","en","earth to easel","youtube","_"
"carbon footprint of art","en","carbon footprint of art","youtube","_"
"carbon footprint of art","en","carbon footprint of art","youtube","_"
"carbon footprint of art","en","carbon footprint of art","youtube","_"
"carbon footprint of art","en","carbon footprint of art","youtube","_"
"toxic origins","en","toxic origins","youtube","_"
"toxic origins","en","toxic origins","youtube","_"
"toxic origins","en","toxic origins","youtube","_"
"toxic origins","en","toxic origins","youtube","_"
"mountain to kiln","en","mountain to kiln","youtube","_"
"mountain to kiln","en","mountain to kiln","youtube","_"
"mountain to kiln","en","mountain to kiln","youtube","_"
"mountain to kiln","en","mountain to kiln","youtube","_"
