link,language,term,platform,channel,title,description,date,views,duration,tags,categories,age_limit,like_count,text,pretty_text,recency
ulyVXa-u4wE,en,invisible hand to mouth,youtube,OpenLearn from The Open University,The Invisible Hand - 60 Second Adventures in Economics (1/6),"Economist, Adam Smith, used the term The Invisible Hand to describe the self-regulating nature of the marketplace - a core concept for so-called free-marketeers.

(Part 1 of 6)
Playlist link - https://www.youtube.com/playlist?list=PLhQpDGfX5e7DDGEQvLonjDQsbclAF2N-t

Transcript link - http://podcast.open.ac.uk/feeds/3998_youtubeuploadsfriday/transcript/41502_160114_354_st.pdf

Free learning from The Open University - What is economics?
https://www.open.edu/openlearn/society/politics-policy-people/economics/what-economics

Study a free course on Managing my money at the Open University http://www.open.edu/openlearn/money-management/managing-my-money/content-section-overview?active-tab=description-tab

Study R30 BA (Honours) Economics 
http://www.open.ac.uk/courses/qualifications/r30

The Open University is the world’s leading provider of flexible, high-quality online degrees and distance learning, serving students across the globe with highly respected degree qualifications, and the triple-accredited MBA. The OU teaches through its own unique method of distance learning, called ‘supported open learning’ and you do not need any formal qualifications to study with us, just commitment and a desire to find out what you are capable of. 

Free learning from The Open University
http://www.open.edu/openlearn/

For more like this subscribe to the Open University channel
https://www.youtube.com/channel/UCXsH4hSV_kEdAOsupMMm4Qw

Like us on Facebook: https://www.facebook.com/ouopenlearn/

Follow us on Twitter: https://twitter.com/OUFreeLearning

#OpenUniversity #Economy",2012-09-05 00:00:00,981310,81,"('ou_dd202', 'Economics', 'Keynes', 'David Mitchell', 'Hayek', 'Adam Smith', 'Invisible Hand', 'Free Market', 'Classical economics', 'supply and demand', '1 minute', 'history', 'finance', 'money')",Education,0,4570.0,"The Invisible Hand - 60 Second Adventures in Economics (1/6)Economist, Adam Smith, used the term The Invisible Hand to describe the self-regulating nature of the marketplace - a core concept for so-called free-marketeers.

(Part 1 of 6)
Playlist link - https://www.youtube.com/playlist?list=PLhQpDGfX5e7DDGEQvLonjDQsbclAF2N-t

Transcript link - http://podcast.open.ac.uk/feeds/3998_youtubeuploadsfriday/transcript/41502_160114_354_st.pdf

Free learning from The Open University - What is economics?
https://www.open.edu/openlearn/society/politics-policy-people/economics/what-economics

Study a free course on Managing my money at the Open University http://www.open.edu/openlearn/money-management/managing-my-money/content-section-overview?active-tab=description-tab

Study R30 BA (Honours) Economics 
http://www.open.ac.uk/courses/qualifications/r30

The Open University is the world’s leading provider of flexible, high-quality online degrees and distance learning, serving students across the globe with highly respected degree qualifications, and the triple-accredited MBA. The OU teaches through its own unique method of distance learning, called ‘supported open learning’ and you do not need any formal qualifications to study with us, just commitment and a desire to find out what you are capable of. 

Free learning from The Open University
http://www.open.edu/openlearn/

For more like this subscribe to the Open University channel
https://www.youtube.com/channel/UCXsH4hSV_kEdAOsupMMm4Qw

Like us on Facebook: https://www.facebook.com/ouopenlearn/

Follow us on Twitter: https://twitter.com/OUFreeLearning

#OpenUniversity #EconomyOpenLearn from The Open University","Title: The Invisible Hand - 60 Second Adventures in Economics (1/6)

Channel: OpenLearn from The Open University

Description: Economist, Adam Smith, used the term The Invisible Hand to describe the self-regulating nature of the marketplace - a core concept for so-called free-marketeers.

(Part 1 of 6)
Playlist link - https://www.youtube.com/playlist?list=PLhQpDGfX5e7DDGEQvLonjDQsbclAF2N-t

Transcript link - http://podcast.open.ac.uk/feeds/3998_youtubeuploadsfriday/transcript/41502_160114_354_st.pdf

Free learning from The Open University - What is economics?
https://www.open.edu/openlearn/society/politics-policy-people/economics/what-economics

Study a free course on Managing my money at the Open University http://www.open.edu/openlearn/money-management/managing-my-money/content-section-overview?active-tab=description-tab

Study R30 BA (Honours) Economics 
http://www.open.ac.uk/courses/qualifications/r30

The Open University is the world’s leading provider of flexible, high-quality online degrees and distance learning, serving students across the globe with highly respected degree qualifications, and the triple-accredited MBA. The OU teaches through its own unique method of distance learning, called ‘supported open learning’ and you do not need any formal qualifications to study with us, just commitment and a desire to find out what you are capable of. 

Free learning from The Open University
http://www.open.edu/openlearn/

For more like this subscribe to the Open University channel
https://www.youtube.com/channel/UCXsH4hSV_kEdAOsupMMm4Qw

Like us on Facebook: https://www.facebook.com/ouopenlearn/

Follow us on Twitter: https://twitter.com/OUFreeLearning

#OpenUniversity #Economy

",4790
-CqMMxsN_7c,en,invisible hand to mouth,youtube,BBC Radio 4,The Invisible Hand,"Philosopher Adam Smith used the metaphor of an ‘invisible hand’ to describe how individuals making self-interested decisions can collectively and unwittingly engineer an effective economic system that is in the public interest.

Narrated by Aidan Turner. Scripted by Nigel Warburton.

From the BBC Radio 4 series about life's big questions - A History of Ideas. 

This project is from the BBC in partnership with The Open University, the animations were created by Cognitive.",2015-07-31 00:00:00,302504,95,"('Invisible Hand (Literature Subject)', 'Philosophy (Field Of Study)', 'Aidan Turner (TV Actor)', 'Adam Smith (Author)')",Comedy,0,1936.0,"The Invisible HandPhilosopher Adam Smith used the metaphor of an ‘invisible hand’ to describe how individuals making self-interested decisions can collectively and unwittingly engineer an effective economic system that is in the public interest.

Narrated by Aidan Turner. Scripted by Nigel Warburton.

From the BBC Radio 4 series about life's big questions - A History of Ideas. 

This project is from the BBC in partnership with The Open University, the animations were created by Cognitive.BBC Radio 4","Title: The Invisible Hand

Channel: BBC Radio 4

Description: Philosopher Adam Smith used the metaphor of an ‘invisible hand’ to describe how individuals making self-interested decisions can collectively and unwittingly engineer an effective economic system that is in the public interest.

Narrated by Aidan Turner. Scripted by Nigel Warburton.

From the BBC Radio 4 series about life's big questions - A History of Ideas. 

This project is from the BBC in partnership with The Open University, the animations were created by Cognitive.

",3731
xSrb8mXGSe0,en,scarred scared cities,youtube,Warner Records,"Scared feat. City Girls (from the ""Bruised"" Soundtrack) [Official Visualizer]","City Girls “Scared”

From the Warner Records soundtrack from and inspired by the Netflix film BRUISED featuring H.E.R., Cardi B, Saweetie, Latto, Flo Milli and more...
Soundtrack Executive Produced by Halle Berry and Cardi B
In association with Saloon Music, The Blueprint Group and RocNation
 
City Girls “Scared” OUT NOW: BruisedSoundtrack.lnk.to/CityGirlsScared

BRUISED the Soundtrack OUT November 19th, 2021
BRUISED the Movie OUT November 24th, 2021
Watch BRUISED only on Netflix: https://www.netflix.com/title/81043365

#bruisedthemovie #bruisedthesoundtrack",2021-11-05 00:00:00,428987,160,(),Music,0,4697.0,"Scared feat. City Girls (from the ""Bruised"" Soundtrack) [Official Visualizer]City Girls “Scared”

From the Warner Records soundtrack from and inspired by the Netflix film BRUISED featuring H.E.R., Cardi B, Saweetie, Latto, Flo Milli and more...
Soundtrack Executive Produced by Halle Berry and Cardi B
In association with Saloon Music, The Blueprint Group and RocNation
 
City Girls “Scared” OUT NOW: BruisedSoundtrack.lnk.to/CityGirlsScared

BRUISED the Soundtrack OUT November 19th, 2021
BRUISED the Movie OUT November 24th, 2021
Watch BRUISED only on Netflix: https://www.netflix.com/title/81043365

#bruisedthemovie #bruisedthesoundtrackWarner Records","Title: Scared feat. City Girls (from the ""Bruised"" Soundtrack) [Official Visualizer]

Channel: Warner Records

Description: City Girls “Scared”

From the Warner Records soundtrack from and inspired by the Netflix film BRUISED featuring H.E.R., Cardi B, Saweetie, Latto, Flo Milli and more...
Soundtrack Executive Produced by Halle Berry and Cardi B
In association with Saloon Music, The Blueprint Group and RocNation
 
City Girls “Scared” OUT NOW: BruisedSoundtrack.lnk.to/CityGirlsScared

BRUISED the Soundtrack OUT November 19th, 2021
BRUISED the Movie OUT November 24th, 2021
Watch BRUISED only on Netflix: https://www.netflix.com/title/81043365

#bruisedthemovie #bruisedthesoundtrack

",1442
qQ4hIs_apkA,en,scarred scared cities,youtube,HYPE,Trippie Redd - Deeply Scared Feat. UnoTheActivist (A Love Letter To You),"Trippie Redd ""A Love Letter To You""

Follow Trippie Redd: https://twitter.com/Trippie1400",2017-05-13 00:00:00,4944614,200,"('trippie redd', 'deeply scared', 'unotheactivist', 'a love letter to you')",Music,0,57029.0,"Trippie Redd - Deeply Scared Feat. UnoTheActivist (A Love Letter To You)Trippie Redd ""A Love Letter To You""

Follow Trippie Redd: https://twitter.com/Trippie1400HYPE","Title: Trippie Redd - Deeply Scared Feat. UnoTheActivist (A Love Letter To You)

Channel: HYPE

Description: Trippie Redd ""A Love Letter To You""

Follow Trippie Redd: https://twitter.com/Trippie1400

",3079
wsJ47pXcaw4,en,supply eye and dementia,youtube,USA Health,Dementia. Through his eyes.,"The cause of post-ICU syndrome is a mystery that Mike Lin, Ph.D., is determined to uncover. See what he’s doing.",2020-01-31 00:00:00,514,102,(),Education,0,6.0,"Dementia. Through his eyes.The cause of post-ICU syndrome is a mystery that Mike Lin, Ph.D., is determined to uncover. See what he’s doing.USA Health","Title: Dementia. Through his eyes.

Channel: USA Health

Description: The cause of post-ICU syndrome is a mystery that Mike Lin, Ph.D., is determined to uncover. See what he’s doing.

",2086
-j7EJklW27s,en,supply eye and dementia,youtube,EyeSmart — American Academy of Ophthalmology,Alzheimer’s and Dementia: Tips for Eye Doctor Visits,"If you provide care for a loved one who has dementia or Alzheimer’s, you probably have lots of questions for their physician and not a lot of time. To get the most out of medical appointments and time with the eye doctor, consider these tips from ophthalmologist, Hilary A. Beaver, MD.

For more information, visit EyeSmart from the American Academy of Ophthalmology: https://www.aao.org/eye-health/tips-prevention/alzheimers-dementia-tips-eye-doctor-visits",2019-02-08 00:00:00,5624,74,"('eyes', 'eye health', 'dementia', ""alzheimer's"", 'caregiver', 'eye exam')",Education,0,45.0,"Alzheimer’s and Dementia: Tips for Eye Doctor VisitsIf you provide care for a loved one who has dementia or Alzheimer’s, you probably have lots of questions for their physician and not a lot of time. To get the most out of medical appointments and time with the eye doctor, consider these tips from ophthalmologist, Hilary A. Beaver, MD.

For more information, visit EyeSmart from the American Academy of Ophthalmology: https://www.aao.org/eye-health/tips-prevention/alzheimers-dementia-tips-eye-doctor-visitsEyeSmart — American Academy of Ophthalmology","Title: Alzheimer’s and Dementia: Tips for Eye Doctor Visits

Channel: EyeSmart — American Academy of Ophthalmology

Description: If you provide care for a loved one who has dementia or Alzheimer’s, you probably have lots of questions for their physician and not a lot of time. To get the most out of medical appointments and time with the eye doctor, consider these tips from ophthalmologist, Hilary A. Beaver, MD.

For more information, visit EyeSmart from the American Academy of Ophthalmology: https://www.aao.org/eye-health/tips-prevention/alzheimers-dementia-tips-eye-doctor-visits

",2443
lHgpRtBWLVg,en,toxic origins,youtube,thistle's_whistle,Toxic Origins | Phi lore fan animation,"update: its all non canon lol

Whilst hanging out, Phi and Nou discover an abandoned toxic waste factory. Phi notices a strange figure in the window of the factory and it peaks their interest... what will they do?

--

this took FOREVER. thank you so much @MariaC__  for letting me join this ride, and a huge shoutout to @xubiod for editing and making the music (rip her sanity) 

check out the people who worked on this:

Maria: https://twitter.com/_MariaC_____

Xub: https://www.tumblr.com/xubiod

my tumblr: https://www.tumblr.com/thistles-whistle

programs used: 
paint.net
medibang paint
davinci resolve
garageband

(the characters DO NOT represent their creators in this instance)

@Phisnom - Phi
@ultim8nik - Nou
@StupidButterfly - Grem",2023-06-20 00:00:00,3119,186,(),Gaming,0,236.0,"Toxic Origins | Phi lore fan animationupdate: its all non canon lol

Whilst hanging out, Phi and Nou discover an abandoned toxic waste factory. Phi notices a strange figure in the window of the factory and it peaks their interest... what will they do?

--

this took FOREVER. thank you so much @MariaC__  for letting me join this ride, and a huge shoutout to @xubiod for editing and making the music (rip her sanity) 

check out the people who worked on this:

Maria: https://twitter.com/_MariaC_____

Xub: https://www.tumblr.com/xubiod

my tumblr: https://www.tumblr.com/thistles-whistle

programs used: 
paint.net
medibang paint
davinci resolve
garageband

(the characters DO NOT represent their creators in this instance)

@Phisnom - Phi
@ultim8nik - Nou
@StupidButterfly - Gremthistle's_whistle","Title: Toxic Origins | Phi lore fan animation

Channel: thistle's_whistle

Description: update: its all non canon lol

Whilst hanging out, Phi and Nou discover an abandoned toxic waste factory. Phi notices a strange figure in the window of the factory and it peaks their interest... what will they do?

--

this took FOREVER. thank you so much @MariaC__  for letting me join this ride, and a huge shoutout to @xubiod for editing and making the music (rip her sanity) 

check out the people who worked on this:

Maria: https://twitter.com/_MariaC_____

Xub: https://www.tumblr.com/xubiod

my tumblr: https://www.tumblr.com/thistles-whistle

programs used: 
paint.net
medibang paint
davinci resolve
garageband

(the characters DO NOT represent their creators in this instance)

@Phisnom - Phi
@ultim8nik - Nou
@StupidButterfly - Grem

",850
1ebS7D49RtA,en,zero material art practices,youtube,Littos Media,🦶Side Kick Tutorial ✅ #littos,,2024-04-30 00:00:00,13819845,15,(),Gaming,0,498923.0,🦶Side Kick Tutorial ✅ #littosLittos Media,"Title: 🦶Side Kick Tutorial ✅ #littos

Channel: Littos Media

Description: 

",535
Vs1lERLsn-0,en,zero material art practices,youtube,LevelUP,Amazing Martial Art Performance by @justyna_fit.,This video is for educational purposes only. No real violation is involved. Credit goes to @justyna_fit,2025-03-08 00:00:00,88107682,17,(),Sports,0,975737.0,Amazing Martial Art Performance by @justyna_fit.This video is for educational purposes only. No real violation is involved. Credit goes to @justyna_fitLevelUP,"Title: Amazing Martial Art Performance by @justyna_fit.

Channel: LevelUP

Description: This video is for educational purposes only. No real violation is involved. Credit goes to @justyna_fit

",223
4Dg6f1F98LI,es,bienes comunes inmateriales,youtube,CommonsDeutschland,Qué son los bienes comunes?,"es una breve introducción para explicar la idea de los bienes comunes y deconstruir la ""tragedia de los bienes comunes"", El video abarca tanto los recursos naturales como los espacios sociales, culturales y digitales

Usted es libre de usar y distribuir este video bajo los términos de la
licencia Creative Commons, Atribución, Compartir obras derivadas igual.
 (CC-By-Sa)  Para más información visite
http://creativecommons.org/licenses/by-sa/3.0/",2010-11-17 00:00:00,202555,190,"('Bienes Comunes', 'Recursos Colectivos', 'Tragedia de los Bienes Comunes', 'Commons', 'Cultura', 'recursos de uso colectivo', 'comunidad', 'cooperación', 'Garrett Hardin', 'Elinor Ostrom', 'Commons Strategies Group')",Education,0,2026.0,"Qué son los bienes comunes?es una breve introducción para explicar la idea de los bienes comunes y deconstruir la ""tragedia de los bienes comunes"", El video abarca tanto los recursos naturales como los espacios sociales, culturales y digitales

Usted es libre de usar y distribuir este video bajo los términos de la
licencia Creative Commons, Atribución, Compartir obras derivadas igual.
 (CC-By-Sa)  Para más información visite
http://creativecommons.org/licenses/by-sa/3.0/CommonsDeutschland","Title: Qué son los bienes comunes?

Channel: CommonsDeutschland

Description: es una breve introducción para explicar la idea de los bienes comunes y deconstruir la ""tragedia de los bienes comunes"", El video abarca tanto los recursos naturales como los espacios sociales, culturales y digitales

Usted es libre de usar y distribuir este video bajo los términos de la
licencia Creative Commons, Atribución, Compartir obras derivadas igual.
 (CC-By-Sa)  Para más información visite
http://creativecommons.org/licenses/by-sa/3.0/

",5448
RW1CVFkJsYg,es,cero prácticas de arte material,youtube,feryaelvazquez_,Cómo EMPEZAR DESDE CERO en el DIBUJO,"Cómo EMPEZAR DESDE CERO en el DIBUJO
#drawing #art #drawingtutorial #tutorial #dibujo #practice #practica #draw #tutorialdedibujo #lapiz #dibujante #arte #artista #dibujando #chill",2024-03-18 00:00:00,329440,49,(),Education,0,35085.0,"Cómo EMPEZAR DESDE CERO en el DIBUJOCómo EMPEZAR DESDE CERO en el DIBUJO
#drawing #art #drawingtutorial #tutorial #dibujo #practice #practica #draw #tutorialdedibujo #lapiz #dibujante #arte #artista #dibujando #chillferyaelvazquez_","Title: Cómo EMPEZAR DESDE CERO en el DIBUJO

Channel: feryaelvazquez_

Description: Cómo EMPEZAR DESDE CERO en el DIBUJO
#drawing #art #drawingtutorial #tutorial #dibujo #practice #practica #draw #tutorialdedibujo #lapiz #dibujante #arte #artista #dibujando #chill

",578
txEHzuXniEo,es,cero prácticas de arte material,youtube,Pleyades Sketch,Ejercicios básicos para empezar a dibujar con lápiz para tus croquis de arquitectura a mano alzada.,,2023-03-20 00:00:00,357955,15,(),People & Blogs,0,8056.0,Ejercicios básicos para empezar a dibujar con lápiz para tus croquis de arquitectura a mano alzada.Pleyades Sketch,"Title: Ejercicios básicos para empezar a dibujar con lápiz para tus croquis de arquitectura a mano alzada.

Channel: Pleyades Sketch

Description: 

",942
HjZpGAISs3Q,es,huella de carbono del arte,youtube,David Barron,HUELLA DE CARBONO Y ARTE MAXEI,VIDEO CON MATERIALES RECICLADOS COMO MEDIO PARA LA REFLEXIÓN Y LA CREACIÓN ARTÍSTICA SOBRE TEMAS DE LA HUELLA DE CARBONO Y LA IMPORTANCIA Y EL CUIDADO DE LAS ESPECIES.,2020-07-28 00:00:00,44,187,(),People & Blogs,0,4.0,HUELLA DE CARBONO Y ARTE MAXEIVIDEO CON MATERIALES RECICLADOS COMO MEDIO PARA LA REFLEXIÓN Y LA CREACIÓN ARTÍSTICA SOBRE TEMAS DE LA HUELLA DE CARBONO Y LA IMPORTANCIA Y EL CUIDADO DE LAS ESPECIES.David Barron,"Title: HUELLA DE CARBONO Y ARTE MAXEI

Channel: David Barron

Description: VIDEO CON MATERIALES RECICLADOS COMO MEDIO PARA LA REFLEXIÓN Y LA CREACIÓN ARTÍSTICA SOBRE TEMAS DE LA HUELLA DE CARBONO Y LA IMPORTANCIA Y EL CUIDADO DE LAS ESPECIES.

",1907
SCpnRjUQTaA,es,huella de carbono del arte,youtube,Greenpeace Argentina,La huella de Carbono ¿Qué es?,"te contamos que es la famosa huella de carbono y porqué es tan importante tenerlo en cuenta

#huelladecarbono #cambioclimático #video",2023-04-27 00:00:00,3500,33,"('greenpeace', 'greenpeace argentina')",Nonprofits & Activism,0,102.0,"La huella de Carbono ¿Qué es?te contamos que es la famosa huella de carbono y porqué es tan importante tenerlo en cuenta

#huelladecarbono #cambioclimático #videoGreenpeace Argentina","Title: La huella de Carbono ¿Qué es?

Channel: Greenpeace Argentina

Description: te contamos que es la famosa huella de carbono y porqué es tan importante tenerlo en cuenta

#huelladecarbono #cambioclimático #video

",904
J4Jv7BJTWwQ,es,mano invisible a la boca,youtube,Antonio Escohotado Espinosa,La sorprendente conexión entre la mano invisible de Smith y nuestras vidas.,"Un fascinante análisis revela cómo el concepto de la mano invisible de Adam Smith resuena más en nuestras acciones diarias de lo que se pensaba. La influencia del inconsciente en nuestras decisiones es profunda, sugiriendo que el vivir y dejar vivir puede ser un enfoque más saludable que intentar controlar a los demás. Además, la historia de la icónica megadiscoteca Amnesia nos lleva a un viaje inesperado lleno de aventuras y experiencias. A través de anécdotas entretenidas, se nos recuerda el poder de ser auténticos y encontrar nuestro lugar en el mundo. Este relato destila nostalgia y reflexión sobre el significado del espacio personal y comunitario.
#manoInvisible #AdamSmith #inconsciente #vivirYDejarVivir #Amnesia #historiasDeVida #autenticidad #aventura #shorts",2025-10-13 00:00:00,2258,120,"('AdamSmith', 'Amnesia', 'autenticidad', 'aventura', 'historiasDeVida', 'inconsciente', 'manoInvisible', 'vivirYDejarVivir')",Education,0,57.0,"La sorprendente conexión entre la mano invisible de Smith y nuestras vidas.Un fascinante análisis revela cómo el concepto de la mano invisible de Adam Smith resuena más en nuestras acciones diarias de lo que se pensaba. La influencia del inconsciente en nuestras decisiones es profunda, sugiriendo que el vivir y dejar vivir puede ser un enfoque más saludable que intentar controlar a los demás. Además, la historia de la icónica megadiscoteca Amnesia nos lleva a un viaje inesperado lleno de aventuras y experiencias. A través de anécdotas entretenidas, se nos recuerda el poder de ser auténticos y encontrar nuestro lugar en el mundo. Este relato destila nostalgia y reflexión sobre el significado del espacio personal y comunitario.
#manoInvisible #AdamSmith #inconsciente #vivirYDejarVivir #Amnesia #historiasDeVida #autenticidad #aventura #shortsAntonio Escohotado Espinosa","Title: La sorprendente conexión entre la mano invisible de Smith y nuestras vidas.

Channel: Antonio Escohotado Espinosa

Description: Un fascinante análisis revela cómo el concepto de la mano invisible de Adam Smith resuena más en nuestras acciones diarias de lo que se pensaba. La influencia del inconsciente en nuestras decisiones es profunda, sugiriendo que el vivir y dejar vivir puede ser un enfoque más saludable que intentar controlar a los demás. Además, la historia de la icónica megadiscoteca Amnesia nos lleva a un viaje inesperado lleno de aventuras y experiencias. A través de anécdotas entretenidas, se nos recuerda el poder de ser auténticos y encontrar nuestro lugar en el mundo. Este relato destila nostalgia y reflexión sobre el significado del espacio personal y comunitario.
#manoInvisible #AdamSmith #inconsciente #vivirYDejarVivir #Amnesia #historiasDeVida #autenticidad #aventura #shorts

",4
ejfXP5Its4I,es,mano invisible a la boca,youtube,𝑳𝒊𝒃𝒆𝒓𝒂𝒍𝒊𝒔𝒎𝒐 𝑷𝒖𝒓𝒐 𝒚 𝑫𝒖𝒓𝒐,"@axelkaiserb • 𝑀𝐴𝑁𝑂 𝐼𝑁𝑉𝐼𝑆𝐼𝐵𝐿𝐸,  𝐴𝐷𝐴𝑀 𝑆𝑀𝐼𝑇𝐻",,2022-04-09 00:00:00,11110,52,(),News & Politics,0,622.0,"@axelkaiserb • 𝑀𝐴𝑁𝑂 𝐼𝑁𝑉𝐼𝑆𝐼𝐵𝐿𝐸,  𝐴𝐷𝐴𝑀 𝑆𝑀𝐼𝑇𝐻𝑳𝒊𝒃𝒆𝒓𝒂𝒍𝒊𝒔𝒎𝒐 𝑷𝒖𝒓𝒐 𝒚 𝑫𝒖𝒓𝒐","Title: @axelkaiserb • 𝑀𝐴𝑁𝑂 𝐼𝑁𝑉𝐼𝑆𝐼𝐵𝐿𝐸,  𝐴𝐷𝐴𝑀 𝑆𝑀𝐼𝑇𝐻

Channel: 𝑳𝒊𝒃𝒆𝒓𝒂𝒍𝒊𝒔𝒎𝒐 𝑷𝒖𝒓𝒐 𝒚 𝑫𝒖𝒓𝒐

Description: 

",1287
4yiLjHvFONM,es,montaña al horno,youtube,Baja MeEncantas,horno de la montaña,Video propiedad de Horno de la montaña.,2020-03-27 00:00:00,158,124,(),People & Blogs,0,2.0,horno de la montañaVideo propiedad de Horno de la montaña.Baja MeEncantas,"Title: horno de la montaña

Channel: Baja MeEncantas

Description: Video propiedad de Horno de la montaña.

",2030
M3OiT6paCQw,es,suministro de ojos y demencia,youtube,Refrescame la Memoria,"¿Por qué mi familiar con demencia hace ""cosas raras""?","También puedes encontrarnos aquí ↴
Blog ☛ https://refrescamelamemoria.com/
Talleres online ☛ https://es.refrescamelamemoria.com/2201-inscripcion-taller
Facebook ☛ https://www.facebook.com/Refrescamelamemoria-544679503112204
Instagram ☛  https://www.instagram.com/refrescamelamemoria/

#cuidado #motivacion #alzheimer #demencia #shorts",2023-05-07 00:00:00,117887,59,(),People & Blogs,0,10162.0,"¿Por qué mi familiar con demencia hace ""cosas raras""?También puedes encontrarnos aquí ↴
Blog ☛ https://refrescamelamemoria.com/
Talleres online ☛ https://es.refrescamelamemoria.com/2201-inscripcion-taller
Facebook ☛ https://www.facebook.com/Refrescamelamemoria-544679503112204
Instagram ☛  https://www.instagram.com/refrescamelamemoria/

#cuidado #motivacion #alzheimer #demencia #shortsRefrescame la Memoria","Title: ¿Por qué mi familiar con demencia hace ""cosas raras""?

Channel: Refrescame la Memoria

Description: También puedes encontrarnos aquí ↴
Blog ☛ https://refrescamelamemoria.com/
Talleres online ☛ https://es.refrescamelamemoria.com/2201-inscripcion-taller
Facebook ☛ https://www.facebook.com/Refrescamelamemoria-544679503112204
Instagram ☛  https://www.instagram.com/refrescamelamemoria/

#cuidado #motivacion #alzheimer #demencia #shorts

",894
8CyVnkM49hI,es,suministro de ojos y demencia,youtube,Refrescame la Memoria,¿Qué son las fases del Alzheimer y otras demencias?,"También puedes encontrarnos aquí ↴
Blog ☛ https://refrescamelamemoria.com/
Talleres online ☛ https://es.refrescamelamemoria.com/2201-inscripcion-taller
Facebook ☛ https://www.facebook.com/Refrescamelamemoria-544679503112204
Instagram ☛  https://www.instagram.com/refrescamelamemoria/

#cuidado #motivacion #alzheimer #demencia #shorts",2023-07-09 00:00:00,28303,48,(),People & Blogs,0,846.0,"¿Qué son las fases del Alzheimer y otras demencias?También puedes encontrarnos aquí ↴
Blog ☛ https://refrescamelamemoria.com/
Talleres online ☛ https://es.refrescamelamemoria.com/2201-inscripcion-taller
Facebook ☛ https://www.facebook.com/Refrescamelamemoria-544679503112204
Instagram ☛  https://www.instagram.com/refrescamelamemoria/

#cuidado #motivacion #alzheimer #demencia #shortsRefrescame la Memoria","Title: ¿Qué son las fases del Alzheimer y otras demencias?

Channel: Refrescame la Memoria

Description: También puedes encontrarnos aquí ↴
Blog ☛ https://refrescamelamemoria.com/
Talleres online ☛ https://es.refrescamelamemoria.com/2201-inscripcion-taller
Facebook ☛ https://www.facebook.com/Refrescamelamemoria-544679503112204
Instagram ☛  https://www.instagram.com/refrescamelamemoria/

#cuidado #motivacion #alzheimer #demencia #shorts

",831
BAVEUuPD1Tg,es,tierra a caballete,youtube,Bendiciones de la tierra,Así van quedando los caballetes y el techo 🛠️,,2025-07-22 00:00:00,1091,160,(),People & Blogs,0,12.0,Así van quedando los caballetes y el techo 🛠️Bendiciones de la tierra,"Title: Así van quedando los caballetes y el techo 🛠️

Channel: Bendiciones de la tierra

Description: 

",87
SLyDe9YMS54,fr,approvisionner les yeux et la démence,youtube,Dr Hélène Rossinot,"la demence vasculaire, comment ca marche ? #santé #medecine #médecin #demence",,2023-05-26 00:00:00,2492,48,(),People & Blogs,0,76.0,"la demence vasculaire, comment ca marche ? #santé #medecine #médecin #demenceDr Hélène Rossinot","Title: la demence vasculaire, comment ca marche ? #santé #medecine #médecin #demence

Channel: Dr Hélène Rossinot

Description: 

",875
