"language","term","platform","topic","link","done"
"ar","مهرجان جبل فوجي لشاحنات الطعام","youtube","mount fuji foodtruck festival","68vkKqxd5VE","True"
"ar","مهرجان جبل فوجي لشاحنات الطعام","youtube","mount fuji foodtruck festival","68vkKqxd5VE","True"
"ar","مهرجان جبل فوجي لشاحنات الطعام","youtube","mount fuji foodtruck festival","_eBxz448Ajo","True"
"ar","مهرجان جبل فوجي لشاحنات الطعام","youtube","mount fuji foodtruck festival","_eBxz448Ajo","True"
"en","bikini cocktailparty in warzone","youtube","bikini cocktailparty in warzone","73tflTUmd-U","True"
"en","bikini cocktailparty in warzone","youtube","bikini cocktailparty in warzone","73tflTUmd-U","True"
"en","bikini cocktailparty in warzone","youtube","bikini cocktailparty in warzone","ubij95FKoHs","True"
"en","bikini cocktailparty in warzone","youtube","bikini cocktailparty in warzone","ubij95FKoHs","True"
"en","cocaine snowglobe Amsterdam","youtube","cocaine snowglobe Amsterdam","uOVuBl0XzVI","True"
"en","cocaine snowglobe Amsterdam","youtube","cocaine snowglobe Amsterdam","xqiU6z6u43o","True"
"en","cocaine snowglobe Amsterdam","youtube","cocaine snowglobe Amsterdam","xqiU6z6u43o","True"
"en","cocaine snowglobe Amsterdam","youtube","cocaine snowglobe Amsterdam","4B9bY4AIu8M","True"
"en","disneyfication of life","youtube","disneyfication of life","PY_oRX5Lw9U","True"
"en","disneyfication of life","youtube","disneyfication of life","PY_oRX5Lw9U","True"
"en","disneyfication of life","youtube","disneyfication of life","zY32eRcHOE8","True"
"en","disneyfication of life","youtube","disneyfication of life","zY32eRcHOE8","True"
"en","displaced tropical plants at home","youtube","displaced tropical plants at home","gVFGNgevYfg","True"
"en","displaced tropical plants at home","youtube","displaced tropical plants at home","gVFGNgevYfg","True"
"en","displaced tropical plants at home","youtube","displaced tropical plants at home","OCxWc0D7uRs","True"
"en","displaced tropical plants at home","youtube","displaced tropical plants at home","OCxWc0D7uRs","True"
"en","eat pray love orientalism","youtube","eat pray love orientalism","xFxz5C_gPbM","True"
"en","eat pray love orientalism","youtube","eat pray love orientalism","xFxz5C_gPbM","True"
"en","eat pray love orientalism","youtube","eat pray love orientalism","loV0J3beWC0","True"
"en","eat pray love orientalism","youtube","eat pray love orientalism","oYXvJDf2R28","True"
"en","human zoo","youtube","human zoo","i0VOb8HNlJo","True"
"en","human zoo","youtube","human zoo","nY6Zrol5QEk","True"
"en","human zoo","youtube","human zoo","nY6Zrol5QEk","True"
"en","human zoo","youtube","human zoo","SS2xdocGB1c","True"
"en","ironman mount everest","youtube","ironman mount everest","k_d2rnARxZI","True"
"en","ironman mount everest","youtube","ironman mount everest","gctvE7okoOQ","True"
"en","ironman mount everest","youtube","ironman mount everest","gctvE7okoOQ","True"
"en","ironman mount everest","youtube","ironman mount everest","ayL5oKG_vNg","True"
"en","mount fuji foodtruck festival","youtube","mount fuji foodtruck festival","oSOpcC9i4C0","True"
"en","mount fuji foodtruck festival","youtube","mount fuji foodtruck festival","oSOpcC9i4C0","True"
"en","mount fuji foodtruck festival","youtube","mount fuji foodtruck festival","cF-PJ2dXh7A","True"
"en","mount fuji foodtruck festival","youtube","mount fuji foodtruck festival","cF-PJ2dXh7A","True"
"en","sad souvenir shop","youtube","sad souvenir shop","QIwm-EZsGao","True"
"en","sad souvenir shop","youtube","sad souvenir shop","QIwm-EZsGao","True"
"en","sad souvenir shop","youtube","sad souvenir shop","A_b8kSLVu7Q","True"
"en","sad souvenir shop","youtube","sad souvenir shop","A_b8kSLVu7Q","True"
"en","snorkling holiday plastic soup","youtube","snorkling holiday plastic soup","hTP253KQ2jk","True"
"en","snorkling holiday plastic soup","youtube","snorkling holiday plastic soup","hTP253KQ2jk","True"
"en","snorkling holiday plastic soup","youtube","snorkling holiday plastic soup","Y3GbNKd7iuc","True"
"en","snorkling holiday plastic soup","youtube","snorkling holiday plastic soup","Y3GbNKd7iuc","True"
"es","bola de nieve de cocaína Amsterdam","youtube","cocaine snowglobe Amsterdam","Q1Pi6t48khs","True"
"es","bola de nieve de cocaína Amsterdam","youtube","cocaine snowglobe Amsterdam","Q1Pi6t48khs","True"
"es","bola de nieve de cocaína Amsterdam","youtube","cocaine snowglobe Amsterdam","V0-2bQMzAvU","True"
"es","bola de nieve de cocaína Amsterdam","youtube","cocaine snowglobe Amsterdam","V0-2bQMzAvU","True"
"es","comer rezar amar orientalismo","youtube","eat pray love orientalism","KhEjhBLuCwc","True"
"es","comer rezar amar orientalismo","youtube","eat pray love orientalism","KhEjhBLuCwc","True"
"es","comer rezar amar orientalismo","youtube","eat pray love orientalism","IFyDL1-Ao5o","True"
"es","comer rezar amar orientalismo","youtube","eat pray love orientalism","IFyDL1-Ao5o","True"
"es","cóctel de bikini en warzone","youtube","bikini cocktailparty in warzone","qWh_iBwKbTI","True"
"es","cóctel de bikini en warzone","youtube","bikini cocktailparty in warzone","qETwPPBvAgQ","True"
"es","cóctel de bikini en warzone","youtube","bikini cocktailparty in warzone","qETwPPBvAgQ","True"
"es","cóctel de bikini en warzone","youtube","bikini cocktailparty in warzone","5VTyLAfLwhU","True"
"es","disneyficación de la vida","youtube","disneyfication of life","8vzTyP1v-_8","True"
"es","disneyficación de la vida","youtube","disneyfication of life","8vzTyP1v-_8","True"
"es","disneyficación de la vida","youtube","disneyfication of life","i1sYzizr1hk","True"
"es","disneyficación de la vida","youtube","disneyfication of life","i1sYzizr1hk","True"
"es","festival de camiones de comida del monte fuji","youtube","mount fuji foodtruck festival","dex1RkvJES0","True"
"es","festival de camiones de comida del monte fuji","youtube","mount fuji foodtruck festival","dex1RkvJES0","True"
"es","festival de camiones de comida del monte fuji","youtube","mount fuji foodtruck festival","ZiNw0Z7_hGE","True"
"es","festival de camiones de comida del monte fuji","youtube","mount fuji foodtruck festival","ZiNw0Z7_hGE","True"
"es","hombre de hierro monte everest","youtube","ironman mount everest","0Bpo9woXLBI","True"
"es","hombre de hierro monte everest","youtube","ironman mount everest","0Bpo9woXLBI","True"
"es","hombre de hierro monte everest","youtube","ironman mount everest","MTmqhLfvmQM","True"
"es","hombre de hierro monte everest","youtube","ironman mount everest","MTmqhLfvmQM","True"
"es","plantas tropicales desplazadas en casa","youtube","displaced tropical plants at home","6xZw1hi8N9I","True"
"es","plantas tropicales desplazadas en casa","youtube","displaced tropical plants at home","6xZw1hi8N9I","True"
"es","plantas tropicales desplazadas en casa","youtube","displaced tropical plants at home","zexCSdmsLqU","True"
"es","plantas tropicales desplazadas en casa","youtube","displaced tropical plants at home","zexCSdmsLqU","True"
"es","sopa de plástico navideña para bucear","youtube","snorkling holiday plastic soup","OMTRsenWSsc","True"
"es","sopa de plástico navideña para bucear","youtube","snorkling holiday plastic soup","OMTRsenWSsc","True"
"es","sopa de plástico navideña para bucear","youtube","snorkling holiday plastic soup","9N3g_P-hTJc","True"
"es","sopa de plástico navideña para bucear","youtube","snorkling holiday plastic soup","XlyboOV5ma4","True"
"es","triste tienda de souvenirs","youtube","sad souvenir shop","zxfl4-YWs1Q","True"
"es","triste tienda de souvenirs","youtube","sad souvenir shop","zxfl4-YWs1Q","True"
"es","triste tienda de souvenirs","youtube","sad souvenir shop","9BEvjrpYDZE","True"
"es","triste tienda de souvenirs","youtube","sad souvenir shop","9BEvjrpYDZE","True"
"es","zoológico humano","youtube","human zoo","zmC-ts8QeIA","True"
"es","zoológico humano","youtube","human zoo","zmC-ts8QeIA","True"
"es","zoológico humano","youtube","human zoo","ha9lKtIoxyg","True"
"es","zoológico humano","youtube","human zoo","HrmCn99JZy0","True"
"fr","Disneyfication de la vie","youtube","disneyfication of life","zY32eRcHOE8","True"
"fr","Disneyfication de la vie","youtube","disneyfication of life","zY32eRcHOE8","True"
"fr","Disneyfication de la vie","youtube","disneyfication of life","X_72WDa3wYI","True"
"fr","Disneyfication de la vie","youtube","disneyfication of life","X_72WDa3wYI","True"
"fr","boule à neige cocaïne Amsterdam","youtube","cocaine snowglobe Amsterdam","yGj-2C6fwnE","True"
"fr","boule à neige cocaïne Amsterdam","youtube","cocaine snowglobe Amsterdam","yGj-2C6fwnE","True"
"fr","boule à neige cocaïne Amsterdam","youtube","cocaine snowglobe Amsterdam","q18GQNYyCok","True"
"fr","boule à neige cocaïne Amsterdam","youtube","cocaine snowglobe Amsterdam","q18GQNYyCok","True"
"fr","cocktail en bikini dans la zone de guerre","youtube","bikini cocktailparty in warzone","-jYNQ-hO4pY","True"
"fr","cocktail en bikini dans la zone de guerre","youtube","bikini cocktailparty in warzone","-jYNQ-hO4pY","True"
"fr","cocktail en bikini dans la zone de guerre","youtube","bikini cocktailparty in warzone","q1dS5dIkRII","True"
"fr","cocktail en bikini dans la zone de guerre","youtube","bikini cocktailparty in warzone","q1dS5dIkRII","True"
"fr","festival des foodtrucks du mont fuji","youtube","mount fuji foodtruck festival","32awPnDFjts","True"
"fr","festival des foodtrucks du mont fuji","youtube","mount fuji foodtruck festival","32awPnDFjts","True"
"fr","festival des foodtrucks du mont fuji","youtube","mount fuji foodtruck festival","FJMuFEM1DGQ","True"
"fr","festival des foodtrucks du mont fuji","youtube","mount fuji foodtruck festival","FJMuFEM1DGQ","True"
"fr","ironman mont everest","youtube","ironman mount everest","gctvE7okoOQ","True"
"fr","ironman mont everest","youtube","ironman mount everest","gctvE7okoOQ","True"
"fr","ironman mont everest","youtube","ironman mount everest","ayL5oKG_vNg","True"
"fr","ironman mont everest","youtube","ironman mount everest","ayL5oKG_vNg","True"
"fr","manger, prier, aimer, orientalisme","youtube","eat pray love orientalism","14J1jWBnOW0","True"
"fr","manger, prier, aimer, orientalisme","youtube","eat pray love orientalism","14J1jWBnOW0","True"
"fr","manger, prier, aimer, orientalisme","youtube","eat pray love orientalism","TIcAC5ZMCyU","True"
"fr","manger, prier, aimer, orientalisme","youtube","eat pray love orientalism","TIcAC5ZMCyU","True"
"fr","plantes tropicales déplacées à la maison","youtube","displaced tropical plants at home","hnhCHtWrPrw","True"
"fr","plantes tropicales déplacées à la maison","youtube","displaced tropical plants at home","S2QLuD4RBjQ","True"
"fr","plantes tropicales déplacées à la maison","youtube","displaced tropical plants at home","S2QLuD4RBjQ","True"
"fr","plantes tropicales déplacées à la maison","youtube","displaced tropical plants at home","jEqCRRKfDpg","True"
"fr","soupe en plastique pour les vacances avec tuba","youtube","snorkling holiday plastic soup","R3T-Ru-dbJQ","True"
"fr","soupe en plastique pour les vacances avec tuba","youtube","snorkling holiday plastic soup","R3T-Ru-dbJQ","True"
"fr","soupe en plastique pour les vacances avec tuba","youtube","snorkling holiday plastic soup","oQL1WpkX4Vo","True"
"fr","soupe en plastique pour les vacances avec tuba","youtube","snorkling holiday plastic soup","Tbxj7JhLfbI","True"
"fr","triste boutique de souvenirs","youtube","sad souvenir shop","4G1FffycViI","True"
"fr","triste boutique de souvenirs","youtube","sad souvenir shop","4G1FffycViI","True"
"fr","triste boutique de souvenirs","youtube","sad souvenir shop","JAn_xNlaztI","True"
"fr","triste boutique de souvenirs","youtube","sad souvenir shop","JAn_xNlaztI","True"
"fr","zoo humain","youtube","human zoo","i0VOb8HNlJo","True"
"fr","zoo humain","youtube","human zoo","i0VOb8HNlJo","True"
"fr","zoo humain","youtube","human zoo","ca4K1-wwaXc","True"
"fr","zoo humain","youtube","human zoo","ca4K1-wwaXc","True"
"hi","आयरनमैन माउंट एवरेस्ट","youtube","ironman mount everest","gctvE7okoOQ","True"
"hi","आयरनमैन माउंट एवरेस्ट","youtube","ironman mount everest","gctvE7okoOQ","True"
"hi","आयरनमैन माउंट एवरेस्ट","youtube","ironman mount everest","fvUxZ7KBLNE","True"
"hi","आयरनमैन माउंट एवरेस्ट","youtube","ironman mount everest","fvUxZ7KBLNE","True"
"hi","उदास स्मारिका दुकान","youtube","sad souvenir shop","qhtUzhrofMQ","True"
"hi","उदास स्मारिका दुकान","youtube","sad souvenir shop","qhtUzhrofMQ","True"
"hi","उदास स्मारिका दुकान","youtube","sad souvenir shop","YDVdihgt1yk","True"
"hi","उदास स्मारिका दुकान","youtube","sad souvenir shop","YDVdihgt1yk","True"
"hi","कोकीन स्नोग्लोब एम्स्टर्डम","youtube","cocaine snowglobe Amsterdam","Od0HS2oF9M8","True"
"hi","कोकीन स्नोग्लोब एम्स्टर्डम","youtube","cocaine snowglobe Amsterdam","Od0HS2oF9M8","True"
"hi","कोकीन स्नोग्लोब एम्स्टर्डम","youtube","cocaine snowglobe Amsterdam","PeJOHLXe16o","True"
"hi","कोकीन स्नोग्लोब एम्स्टर्डम","youtube","cocaine snowglobe Amsterdam","PeJOHLXe16o","True"
"hi","खाओ, प्रार्थना करो, प्राच्यवाद से प्यार करो","youtube","eat pray love orientalism","dr31ZA0LL_I","True"
"hi","खाओ, प्रार्थना करो, प्राच्यवाद से प्यार करो","youtube","eat pray love orientalism","dr31ZA0LL_I","True"
"hi","खाओ, प्रार्थना करो, प्राच्यवाद से प्यार करो","youtube","eat pray love orientalism","PoZUFYDlaAo","True"
"hi","खाओ, प्रार्थना करो, प्राच्यवाद से प्यार करो","youtube","eat pray love orientalism","PoZUFYDlaAo","True"
"hi","घर पर विस्थापित उष्णकटिबंधीय पौधे","youtube","displaced tropical plants at home","EKSKD68fmk0","True"
"hi","घर पर विस्थापित उष्णकटिबंधीय पौधे","youtube","displaced tropical plants at home","EKSKD68fmk0","True"
"hi","घर पर विस्थापित उष्णकटिबंधीय पौधे","youtube","displaced tropical plants at home","9RLhIQ5cPhE","True"
"hi","घर पर विस्थापित उष्णकटिबंधीय पौधे","youtube","displaced tropical plants at home","9RLhIQ5cPhE","True"
"hi","जीवन का डिज्नीफिकेशन","youtube","disneyfication of life","3q03S0w78Dw","True"
"hi","जीवन का डिज्नीफिकेशन","youtube","disneyfication of life","3q03S0w78Dw","True"
"hi","जीवन का डिज्नीफिकेशन","youtube","disneyfication of life","k79pAH_Hc4k","True"
"hi","जीवन का डिज्नीफिकेशन","youtube","disneyfication of life","k79pAH_Hc4k","True"
"hi","माउंट फ़ूजी फ़ूडट्रक उत्सव","youtube","mount fuji foodtruck festival","l-8xRQ7RR88","True"
"hi","माउंट फ़ूजी फ़ूडट्रक उत्सव","youtube","mount fuji foodtruck festival","l-8xRQ7RR88","True"
"hi","माउंट फ़ूजी फ़ूडट्रक उत्सव","youtube","mount fuji foodtruck festival","iyAsXNELL_E","True"
"hi","माउंट फ़ूजी फ़ूडट्रक उत्सव","youtube","mount fuji foodtruck festival","iyAsXNELL_E","True"
"hi","मानव चिड़ियाघर","youtube","human zoo","i0VOb8HNlJo","True"
"hi","मानव चिड़ियाघर","youtube","human zoo","i0VOb8HNlJo","True"
"hi","मानव चिड़ियाघर","youtube","human zoo","wRUFyXBzNLw","True"
"hi","मानव चिड़ियाघर","youtube","human zoo","wRUFyXBzNLw","True"
"hi","वारज़ोन में बिकनी कॉकटेलपार्टी","youtube","bikini cocktailparty in warzone","vdVgbPf0IC0","True"
"hi","वारज़ोन में बिकनी कॉकटेलपार्टी","youtube","bikini cocktailparty in warzone","vdVgbPf0IC0","True"
"hi","वारज़ोन में बिकनी कॉकटेलपार्टी","youtube","bikini cocktailparty in warzone","RfDiOtEMiG0","True"
"hi","वारज़ोन में बिकनी कॉकटेलपार्टी","youtube","bikini cocktailparty in warzone","HjcdSvpzpQ0","True"
"hi","स्नॉर्कलिंग हॉलिडे प्लास्टिक सूप","youtube","snorkling holiday plastic soup","B9qEdBHJdAY","True"
"hi","स्नॉर्कलिंग हॉलिडे प्लास्टिक सूप","youtube","snorkling holiday plastic soup","B9qEdBHJdAY","True"
"hi","स्नॉर्कलिंग हॉलिडे प्लास्टिक सूप","youtube","snorkling holiday plastic soup","tJxqSgZR59o","True"
"hi","स्नॉर्कलिंग हॉलिडे प्लास्टिक सूप","youtube","snorkling holiday plastic soup","tJxqSgZR59o","True"
"ja","アイアンマン エベレスト山","youtube","ironman mount everest","89cDXn02ILg","True"
"ja","アイアンマン エベレスト山","youtube","ironman mount everest","1vt6dP0E7rE","True"
"ja","アイアンマン エベレスト山","youtube","ironman mount everest","1vt6dP0E7rE","True"
"ja","アイアンマン エベレスト山","youtube","ironman mount everest","mztEPePUWYk","True"
"ja","ウォーゾーンのビキニカクテルパーティー","youtube","bikini cocktailparty in warzone","FSlWVHD_efM","True"
"ja","ウォーゾーンのビキニカクテルパーティー","youtube","bikini cocktailparty in warzone","FSlWVHD_efM","True"
"ja","ウォーゾーンのビキニカクテルパーティー","youtube","bikini cocktailparty in warzone","F04I2hbgTyA","True"
"ja","ウォーゾーンのビキニカクテルパーティー","youtube","bikini cocktailparty in warzone","F04I2hbgTyA","True"
"ja","コカイン スノーグローブ アムステルダム","youtube","cocaine snowglobe Amsterdam","MTdBdmu8p-c","True"
"ja","コカイン スノーグローブ アムステルダム","youtube","cocaine snowglobe Amsterdam","MTdBdmu8p-c","True"
"ja","コカイン スノーグローブ アムステルダム","youtube","cocaine snowglobe Amsterdam","GYC2fSrthAM","True"
"ja","コカイン スノーグローブ アムステルダム","youtube","cocaine snowglobe Amsterdam","GYC2fSrthAM","True"
"ja","シュノーケリングホリデープラスチックスープ","youtube","snorkling holiday plastic soup","jAoxnQG4IpE","True"
"ja","シュノーケリングホリデープラスチックスープ","youtube","snorkling holiday plastic soup","jAoxnQG4IpE","True"
"ja","シュノーケリングホリデープラスチックスープ","youtube","snorkling holiday plastic soup","s5nr8vdsg2k","True"
"ja","シュノーケリングホリデープラスチックスープ","youtube","snorkling holiday plastic soup","s5nr8vdsg2k","True"
"ja","人生のディズニー化","youtube","disneyfication of life","vwphAj0uVIk","True"
"ja","人生のディズニー化","youtube","disneyfication of life","vwphAj0uVIk","True"
"ja","人生のディズニー化","youtube","disneyfication of life","E78nghzmwxc","True"
"ja","人生のディズニー化","youtube","disneyfication of life","E78nghzmwxc","True"
"ja","人間動物園","youtube","human zoo","YsyQ-wGBNGc","True"
"ja","人間動物園","youtube","human zoo","YsyQ-wGBNGc","True"
"ja","人間動物園","youtube","human zoo","VGdC0G9lipI","True"
"ja","人間動物園","youtube","human zoo","bjET6oHqJfs","True"
"ja","家にある熱帯植物を撤去","youtube","displaced tropical plants at home","ZoAEqr67A7w","True"
"ja","家にある熱帯植物を撤去","youtube","displaced tropical plants at home","ZoAEqr67A7w","True"
"ja","家にある熱帯植物を撤去","youtube","displaced tropical plants at home","N17JwQeUNiY","True"
"ja","家にある熱帯植物を撤去","youtube","displaced tropical plants at home","Wdjpmlp9824","True"
"ja","富士山フードトラックフェスティバル","youtube","mount fuji foodtruck festival","L2M5eoJRDK8","True"
"ja","富士山フードトラックフェスティバル","youtube","mount fuji foodtruck festival","0i3o8WeUPfg","True"
"ja","富士山フードトラックフェスティバル","youtube","mount fuji foodtruck festival","0i3o8WeUPfg","True"
"ja","富士山フードトラックフェスティバル","youtube","mount fuji foodtruck festival","CeVU4DjLaew","True"
"ja","悲しいお土産屋さん","youtube","sad souvenir shop","TV-X53OILMw","True"
"ja","悲しいお土産屋さん","youtube","sad souvenir shop","TV-X53OILMw","True"
"ja","悲しいお土産屋さん","youtube","sad souvenir shop","wMmNmKQA78c","True"
"ja","悲しいお土産屋さん","youtube","sad souvenir shop","wMmNmKQA78c","True"
"ja","食べる 祈る 愛する オリエンタリズム","youtube","eat pray love orientalism","2UNg0YuCy2k","True"
"ja","食べる 祈る 愛する オリエンタリズム","youtube","eat pray love orientalism","KHcOVd2SQyw","True"
"ja","食べる 祈る 愛する オリエンタリズム","youtube","eat pray love orientalism","KHcOVd2SQyw","True"
"ja","食べる 祈る 愛する オリエンタリズム","youtube","eat pray love orientalism","mjay5vgIwt4","True"
"pt","comer rezar amar orientalismo","youtube","eat pray love orientalism","KhEjhBLuCwc","True"
"pt","comer rezar amar orientalismo","youtube","eat pray love orientalism","KhEjhBLuCwc","True"
"pt","comer rezar amar orientalismo","youtube","eat pray love orientalism","IFyDL1-Ao5o","True"
"pt","comer rezar amar orientalismo","youtube","eat pray love orientalism","tnjDl8FoEU4","True"
"pt","coquetel de biquíni na zona de guerra","youtube","bikini cocktailparty in warzone","DeymUVU_wn8","True"
"pt","coquetel de biquíni na zona de guerra","youtube","bikini cocktailparty in warzone","DeymUVU_wn8","True"
"pt","coquetel de biquíni na zona de guerra","youtube","bikini cocktailparty in warzone","rQK44azaEjM","True"
"pt","coquetel de biquíni na zona de guerra","youtube","bikini cocktailparty in warzone","rQK44azaEjM","True"
"pt","desneyficação da vida","youtube","disneyfication of life","fyArWkDpGuA","True"
"pt","desneyficação da vida","youtube","disneyfication of life","fyArWkDpGuA","True"
"pt","desneyficação da vida","youtube","disneyfication of life","xuMigzfujbM","True"
"pt","desneyficação da vida","youtube","disneyfication of life","xuMigzfujbM","True"
"pt","festival de foodtruck do monte fuji","youtube","mount fuji foodtruck festival","qspbsbSJyr4","True"
"pt","festival de foodtruck do monte fuji","youtube","mount fuji foodtruck festival","qspbsbSJyr4","True"
"pt","festival de foodtruck do monte fuji","youtube","mount fuji foodtruck festival","llKQlr1-OfY","True"
"pt","festival de foodtruck do monte fuji","youtube","mount fuji foodtruck festival","llKQlr1-OfY","True"
"pt","globo de neve de cocaína Amsterdã","youtube","cocaine snowglobe Amsterdam","V0-2bQMzAvU","True"
"pt","globo de neve de cocaína Amsterdã","youtube","cocaine snowglobe Amsterdam","V0-2bQMzAvU","True"
"pt","globo de neve de cocaína Amsterdã","youtube","cocaine snowglobe Amsterdam","0CQjiAW0_7c","True"
"pt","globo de neve de cocaína Amsterdã","youtube","cocaine snowglobe Amsterdam","0CQjiAW0_7c","True"
"pt","homem de ferro monte everest","youtube","ironman mount everest","1ryj5_1mnkE","True"
"pt","homem de ferro monte everest","youtube","ironman mount everest","1ryj5_1mnkE","True"
"pt","homem de ferro monte everest","youtube","ironman mount everest","AtQyqX47kow","True"
"pt","homem de ferro monte everest","youtube","ironman mount everest","AtQyqX47kow","True"
"pt","loja de souvenirs triste","youtube","sad souvenir shop","uhnWdpOcsxE","True"
"pt","loja de souvenirs triste","youtube","sad souvenir shop","uhnWdpOcsxE","True"
"pt","loja de souvenirs triste","youtube","sad souvenir shop","1JpMzLjEjEo","True"
"pt","loja de souvenirs triste","youtube","sad souvenir shop","1JpMzLjEjEo","True"
"pt","plantas tropicais deslocadas em casa","youtube","displaced tropical plants at home","IVM72j5ll7w","True"
"pt","plantas tropicais deslocadas em casa","youtube","displaced tropical plants at home","IVM72j5ll7w","True"
"pt","plantas tropicais deslocadas em casa","youtube","displaced tropical plants at home","ENf-z3f1YZ0","True"
"pt","plantas tropicais deslocadas em casa","youtube","displaced tropical plants at home","ENf-z3f1YZ0","True"
"pt","sopa de plástico de férias com snorkel","youtube","snorkling holiday plastic soup","I73w0DcjGLQ","True"
"pt","sopa de plástico de férias com snorkel","youtube","snorkling holiday plastic soup","DLJgbayvanI","True"
"pt","sopa de plástico de férias com snorkel","youtube","snorkling holiday plastic soup","DLJgbayvanI","True"
"pt","sopa de plástico de férias com snorkel","youtube","snorkling holiday plastic soup","7C-X7426Ep4","True"
"pt","zoológico humano","youtube","human zoo","zmC-ts8QeIA","True"
"pt","zoológico humano","youtube","human zoo","zmC-ts8QeIA","True"
"pt","zoológico humano","youtube","human zoo","ha9lKtIoxyg","True"
"pt","zoológico humano","youtube","human zoo","ha9lKtIoxyg","True"
"zh-CN","人类动物园","youtube","human zoo","ukBE_E_PEXM","True"
"zh-CN","人类动物园","youtube","human zoo","ukBE_E_PEXM","True"
"zh-CN","人类动物园","youtube","human zoo","z3S1uM-viEs","True"
"zh-CN","人类动物园","youtube","human zoo","z3S1uM-viEs","True"
"zh-CN","可卡因雪球 阿姆斯特丹","youtube","cocaine snowglobe Amsterdam","idJYV-AbiIQ","True"
"zh-CN","可卡因雪球 阿姆斯特丹","youtube","cocaine snowglobe Amsterdam","idJYV-AbiIQ","True"
"zh-CN","可卡因雪球 阿姆斯特丹","youtube","cocaine snowglobe Amsterdam","6rx5J4mo__Y","True"
"zh-CN","可卡因雪球 阿姆斯特丹","youtube","cocaine snowglobe Amsterdam","6rx5J4mo__Y","True"
